,tripid,shipperid,categoryid,customer,shipdate,origincity,originstate,shipdays,destinationcity,destinationstate,deliverydate,totalmiles,loadedmiles,shippingcost,revenue,capacity,triptype,checkpoints,newshipdate,newdeliverydate,month,day,profit,datediff,revenue running totel,cost running totel
285,10286,2,5,bamity,10-05-2016,Lansing,MI,8,Dayton,OH,18-05-2016,426,357,3782,3882,55,International,6,2016-05-10,2016-05-18,5,10,100,8 days,4473397,4014323
464,10465,2,5,Dongtinlux,10-05-2016,Elgin,IL,2,Cincinnati,OH,12-05-2016,383,383,5734,6388,74,Domestic,9,2016-05-10,2016-05-12,5,10,654,2 days,4479785,4020057
679,10680,2,8,Saozoomtex,10-05-2016,Cincinnati,OH,5,Gary,IN,12-05-2016,468,468,2959,3114,88,International,2,2016-05-10,2016-05-12,5,10,155,2 days,4482899,4023016
1702,11703,2,3,re-can,10-05-2016,Appleton,WI,1,Grand Rapids,MI,11-05-2016,1062,514,6242,6600,62,Domestic,8,2016-05-10,2016-05-11,5,10,358,1 days,4489499,4029258
1403,11404,2,1,Plexlamway,10-05-2016,Dayton,OH,5,Elgin,IL,15-05-2016,415,367,7117,11395,70,International,1,2016-05-10,2016-05-15,5,10,4278,5 days,4500894,4036375
644,10645,2,5,Goldenbam,11-05-2016,Milwaukee,WI,2,Springfield,IL,13-05-2016,295,295,646,1289,83,Domestic,1,2016-05-11,2016-05-13,5,11,643,2 days,4502183,4037021
376,10377,2,4,Duo-fase,11-05-2016,Kalamazoo,MI,7,Bangor,MI,18-05-2016,297,297,4223,2349,68,International,8,2016-05-11,2016-05-18,5,11,-1874,7 days,4504532,4041244
233,10234,2,5,dan-high,11-05-2016,Joliet,IL,8,Madison,WI,19-05-2016,975,279,976,1088,77,International,7,2016-05-11,2016-05-19,5,11,112,8 days,4505620,4042220
513,10514,1,4,Sonbam,11-05-2016,Springfield,IL,7,Skokie,IL,16-05-2016,451,451,6931,4961,50,International,6,2016-05-11,2016-05-16,5,11,-1970,5 days,4510581,4049151
1651,11652,2,4,Keystreet,11-05-2016,Milwaukee,WI,4,Springfield,IL,15-05-2016,708,338,6542,4367,53,Domestic,7,2016-05-11,2016-05-15,5,11,-2175,4 days,4514948,4055693
1730,11731,2,2,Danfan,11-05-2016,Elgin,IL,2,Cincinnati,OH,13-05-2016,852,426,5042,5912,99,Domestic,1,2016-05-11,2016-05-13,5,11,870,2 days,4520860,4060735
798,10799,1,7,Opebase,11-05-2016,Indianapolis,IN,8,Northbrook,IL,19-05-2016,246,246,5351,5695,81,International,2,2016-05-11,2016-05-19,5,11,344,8 days,4526555,4066086
985,10986,3,2,Medialax,12-05-2016,Toledo,OH,3,Detriot,MI,15-05-2016,224,224,2937,3724,97,Domestic,8,2016-05-12,2016-05-15,5,12,787,3 days,4530279,4069023
114,10115,2,6,Donglax,12-05-2016,Cincinnati,OH,1,Gary,IN,13-05-2016,1135,227,4738,5382,61,Domestic,10,2016-05-12,2016-05-13,5,12,644,1 days,4535661,4073761
343,10344,2,8,silfase,12-05-2016,Madison,WI,2,Kalamazoo,MI,14-05-2016,1034,215,1551,2330,52,Intercom,4,2016-05-12,2016-05-14,5,12,779,2 days,4537991,4075312
449,10450,2,8,Zuntone,12-05-2016,Chicago,IL,4,Rockford,IL,16-05-2016,201,201,4839,5146,95,Domestic,1,2016-05-12,2016-05-16,5,12,307,4 days,4543137,4080151
397,10398,1,5,Constreet,12-05-2016,Bangor,MI,10,Davenport,IA,22-05-2016,366,366,6401,6573,72,International,5,2016-05-12,2016-05-22,5,12,172,10 days,4549710,4086552
1136,11137,3,2,Konknix,12-05-2016,Dayton,OH,3,Elgin,IL,15-05-2016,209,209,257,1232,75,Domestic,3,2016-05-12,2016-05-15,5,12,975,3 days,4550942,4086809
1337,11338,2,1,Ozeris,12-05-2016,Lansing,MI,1,Dayton,OH,13-05-2016,387,223,5607,9738,56,Domestic,2,2016-05-12,2016-05-13,5,12,4131,1 days,4560680,4092416
1686,11687,3,2,Golddexon,13-05-2016,Skokie,IL,8,Chicago,IL,21-05-2016,606,588,5091,5706,88,International,9,2016-05-13,2016-05-21,5,13,615,8 days,4566386,4097507
1033,11034,2,2,Warelane,13-05-2016,Skokie,IL,9,Chicago,IL,22-05-2016,216,216,2373,3311,59,International,9,2016-05-13,2016-05-22,5,13,938,9 days,4569697,4099880
929,10930,3,3,Sanin,13-05-2016,Kalamazoo,MI,6,Bangor,MI,19-05-2016,478,478,4082,4613,65,International,1,2016-05-13,2016-05-19,5,13,531,6 days,4574310,4103962
1690,11691,2,6,white-high,13-05-2016,Milwaukee,WI,10,Springfield,IL,21-03-2016,613,312,7805,8194,86,International,1,2016-05-13,2016-03-21,5,13,389,-53 days,4582504,4111767
1710,11711,2,6,Linezatlam,13-05-2016,Kalamazoo,MI,2,Bangor,MI,15-05-2016,852,314,4757,5046,93,Intercom,2,2016-05-13,2016-05-15,5,13,289,2 days,4587550,4116524
433,10434,1,7,Dingquokix,13-05-2016,Monon,IN,7,Lansing,MI,20-05-2016,1138,221,7676,8148,92,International,5,2016-05-13,2016-05-20,5,13,472,7 days,4595698,4124200
6,10007,2,4,Howtaxon,14-05-2016,Gary,IN,4,Milwaukee,WI,18-05-2016,1041,328,7603,5516,97,Domestic,4,2016-05-14,2016-05-18,5,14,-2087,4 days,4601214,4131803
1488,11489,3,2,Silverfase,14-05-2016,Rockford,IL,4,Green Bay,WI,18-05-2016,991,684,1194,1760,57,Domestic,1,2016-05-14,2016-05-18,5,14,566,4 days,4602974,4132997
1004,11005,3,1,Jaylane,14-05-2016,Dayton,OH,3,Elgin,IL,14-05-2016,938,515,3307,8375,74,Domestic,8,2016-05-14,2016-05-14,5,14,5068,0 days,4611349,4136304
1581,11582,3,4,Zentrax,14-05-2016,Lansing,MI,1,Dayton,OH,15-05-2016,398,376,4753,3382,58,Domestic,9,2016-05-14,2016-05-15,5,14,-1371,1 days,4614731,4141057
536,10537,1,6,Y-strip,14-05-2016,Chicago,IL,3,Rockford,IL,17-05-2016,861,429,1555,2279,70,Domestic,6,2016-05-14,2016-05-17,5,14,724,3 days,4617010,4142612
1773,11774,2,3,Tantechi,14-05-2016,Toledo,OH,1,Detriot,MI,15-05-2016,684,455,6097,6224,59,Domestic,4,2016-05-14,2016-05-15,5,14,127,1 days,4623234,4148709
944,10945,3,5,Goldenbam,14-05-2016,Toledo,OH,9,Detriot,MI,23-05-2016,1149,663,5948,6077,53,International,10,2016-05-14,2016-05-23,5,14,129,9 days,4629311,4154657
472,10473,2,4,Yearcorporation,14-05-2016,Indianapolis,IN,6,Northbrook,IL,20-05-2016,608,517,3658,2453,86,International,6,2016-05-14,2016-05-20,5,14,-1205,6 days,4631764,4158315
1391,11392,2,2,Faseelectronics,14-05-2016,Chicago,IL,10,Rockford,IL,23-05-2016,786,234,3138,3873,74,International,5,2016-05-14,2016-05-23,5,14,735,9 days,4635637,4161453
246,10247,1,6,Silver-line,15-05-2016,Davenport,IA,2,Appleton,WI,17-05-2016,730,229,3488,4168,64,Domestic,10,2016-05-15,2016-05-17,5,15,680,2 days,4639805,4164941
1406,11407,2,3,Scothouse,15-05-2016,Bangor,MI,2,Davenport,IA,17-05-2016,535,525,3179,4070,56,Domestic,5,2016-05-15,2016-05-17,5,15,891,2 days,4643875,4168120
1438,11439,2,1,Konknix,15-05-2016,Joliet,IL,9,Madison,WI,24-05-2016,932,662,1343,5313,71,International,10,2016-05-15,2016-05-24,5,15,3970,9 days,4649188,4169463
919,10920,3,2,Cannamcon,15-05-2016,Naperville,IL,2,Indianapolis,IN,16-05-2016,980,736,4976,5446,96,Domestic,8,2016-05-15,2016-05-16,5,15,470,1 days,4654634,4174439
93,10094,1,5,Templax,15-05-2016,Cincinnati,OH,8,Gary,IN,23-05-2016,610,600,1255,1647,50,International,5,2016-05-15,2016-05-23,5,15,392,8 days,4656281,4175694
938,10939,3,1,Zuntexon,16-05-2016,Madison,WI,4,Kalamazoo,MI,20-05-2016,281,281,6303,10865,74,Domestic,1,2016-05-16,2016-05-20,5,16,4562,4 days,4667146,4181997
641,10642,2,8,Mathing,16-05-2016,Kalamazoo,MI,8,Bangor,MI,21-05-2016,868,235,7835,8248,93,International,2,2016-05-16,2016-05-21,5,16,413,5 days,4675394,4189832
1322,11323,2,4,Goodquoing,16-05-2016,Milwaukee,WI,1,Springfield,IL,17-05-2016,847,308,6283,4679,76,Domestic,5,2016-05-16,2016-05-17,5,16,-1604,1 days,4680073,4196115
1144,11145,2,6,Condexon,16-05-2016,Milwaukee,WI,7,Springfield,IL,21-03-2016,324,324,1173,1301,99,International,7,2016-05-16,2016-03-21,5,16,128,-56 days,4681374,4197288
60,10061,2,5,Daltfax,16-05-2016,Davenport,IA,5,Appleton,WI,21-05-2016,377,377,1306,1702,94,International,2,2016-05-16,2016-05-21,5,16,396,5 days,4683076,4198594
1669,11670,3,5,Indigoice,16-05-2016,Davenport,IA,2,Appleton,WI,18-05-2016,601,335,6660,7068,50,Domestic,4,2016-05-16,2016-05-18,5,16,408,2 days,4690144,4205254
1719,11720,3,4,Namelectronics,16-05-2016,Monon,IN,1,Lansing,MI,17-05-2016,970,578,6611,4713,81,Domestic,7,2016-05-16,2016-05-17,5,16,-1898,1 days,4694857,4211865
1609,11610,3,2,Matsanice,16-05-2016,Chicago,IL,5,Rockford,IL,20-05-2016,923,339,7915,8213,92,International,1,2016-05-16,2016-05-20,5,16,298,4 days,4703070,4219780
182,10183,2,6,Toncode,16-05-2016,Skokie,IL,8,Chicago,IL,21-03-2016,413,291,2270,2520,57,International,9,2016-05-16,2016-03-21,5,16,250,-56 days,4705590,4222050
59,10060,2,5,Anmedia,16-05-2016,Kalamazoo,MI,8,Bangor,MI,24-05-2016,1044,564,424,958,50,International,6,2016-05-16,2016-05-24,5,16,534,8 days,4706548,4222474
1169,11170,2,6,Viacane,16-05-2016,Chicago,IL,8,Rockford,IL,22-05-2016,358,358,8076,8719,52,International,6,2016-05-16,2016-05-22,5,16,643,6 days,4715267,4230550
329,10330,1,8,Saohow,16-05-2016,Lansing,MI,10,Dayton,OH,23-05-2016,718,464,543,1214,51,International,4,2016-05-16,2016-05-23,5,16,671,7 days,4716481,4231093
976,10977,3,1,Funlax,16-05-2016,Joliet,IL,4,Madison,WI,17-05-2016,397,397,7168,11280,90,Domestic,5,2016-05-16,2016-05-17,5,16,4112,1 days,4727761,4238261
1774,11775,3,1,Goldentechi,17-05-2016,Lansing,MI,2,Dayton,OH,19-05-2016,394,319,3610,8891,66,Domestic,3,2016-05-17,2016-05-19,5,17,5281,2 days,4736652,4241871
1181,11182,2,4,Latcore,17-05-2016,Cincinnati,OH,10,Gary,IN,27-05-2016,488,488,4117,1938,75,International,7,2016-05-17,2016-05-27,5,17,-2179,10 days,4738590,4245988
687,10688,2,4,roundphase,17-05-2016,Grand Rapids,MI,4,Toledo,OH,20-05-2016,953,462,2888,291,83,Domestic,3,2016-05-17,2016-05-20,5,17,-2597,3 days,4738881,4248876
115,10116,2,4,Jaylane,17-05-2016,Dayton,OH,2,Elgin,IL,19-05-2016,1085,635,8143,5905,77,Domestic,8,2016-05-17,2016-05-19,5,17,-2238,2 days,4744786,4257019
658,10659,1,4,Faseway,17-05-2016,Dayton,OH,2,Elgin,IL,19-05-2016,851,733,2807,537,82,Domestic,5,2016-05-17,2016-05-19,5,17,-2270,2 days,4745323,4259826
1047,11048,2,6,zummatax,17-05-2016,Cincinnati,OH,2,Gary,IN,19-05-2016,621,367,6739,7231,53,Domestic,6,2016-05-17,2016-05-19,5,17,492,2 days,4752554,4266565
426,10427,1,6,Fasetech,17-05-2016,Springfield,IL,3,Skokie,IL,20-05-2016,1019,210,59,296,97,Domestic,5,2016-05-17,2016-05-20,5,17,237,3 days,4752850,4266624
1010,11011,2,6,Plusity,17-05-2016,Kalamazoo,MI,2,Bangor,MI,19-05-2016,781,535,828,1627,77,Domestic,4,2016-05-17,2016-05-19,5,17,799,2 days,4754477,4267452
1583,11584,3,1,Fin-cone,17-05-2016,Elgin,IL,1,Cincinnati,OH,17-05-2016,941,263,4797,10512,70,Domestic,9,2016-05-17,2016-05-17,5,17,5715,0 days,4764989,4272249
1237,11238,3,5,Howplanet,18-05-2016,Chicago,IL,9,Rockford,IL,27-05-2016,357,357,2266,2764,81,International,10,2016-05-18,2016-05-27,5,18,498,9 days,4767753,4274515
608,10609,1,8,scotquote,18-05-2016,Madison,WI,3,Kalamazoo,MI,21-05-2016,1046,708,2864,3242,75,Domestic,3,2016-05-18,2016-05-21,5,18,378,3 days,4770995,4277379
1069,11070,3,3,Zotfan,18-05-2016,Dayton,OH,8,Elgin,IL,26-05-2016,499,366,7168,7690,59,International,7,2016-05-18,2016-05-26,5,18,522,8 days,4778685,4284547
1204,11205,2,2,Villacom,18-05-2016,Dayton,OH,3,Elgin,IL,21-05-2016,275,256,7264,8065,63,Domestic,9,2016-05-18,2016-05-21,5,18,801,3 days,4786750,4291811
1548,11549,3,2,Zoodrill,19-05-2016,Indianapolis,IN,2,Northbrook,IL,20-05-2016,489,489,7832,8393,78,Domestic,6,2016-05-19,2016-05-20,5,19,561,1 days,4795143,4299643
413,10414,1,6,Ronplanet,19-05-2016,Naperville,IL,2,Indianapolis,IN,20-05-2016,404,404,7234,8108,72,Domestic,5,2016-05-19,2016-05-20,5,19,874,1 days,4803251,4306877
784,10785,2,6,Funlatlex,19-05-2016,Naperville,IL,3,Indianapolis,IN,22-05-2016,938,244,4497,4963,96,Domestic,5,2016-05-19,2016-05-22,5,19,466,3 days,4808214,4311374
1191,11192,2,3,san-plex,19-05-2016,Milwaukee,WI,2,Springfield,IL,21-05-2016,470,470,8760,8948,93,Domestic,4,2016-05-19,2016-05-21,5,19,188,2 days,4817162,4320134
12,10013,2,6,Conzumzap,19-05-2016,Appleton,WI,1,Grand Rapids,MI,20-05-2016,486,451,4896,5272,69,Intercom,4,2016-05-19,2016-05-20,5,19,376,1 days,4822434,4325030
270,10271,2,8,Hayholding,19-05-2016,Grand Rapids,MI,5,Toledo,OH,24-05-2016,628,220,2892,3019,80,International,4,2016-05-19,2016-05-24,5,19,127,5 days,4825453,4327922
748,10749,1,6,Labdox,19-05-2016,Skokie,IL,3,Chicago,IL,22-05-2016,1171,798,2516,3077,77,Domestic,7,2016-05-19,2016-05-22,5,19,561,3 days,4828530,4330438
1737,11738,3,2,Zimex,19-05-2016,Indianapolis,IN,3,Northbrook,IL,22-05-2016,960,415,5229,5378,89,Domestic,8,2016-05-19,2016-05-22,5,19,149,3 days,4833908,4335667
1275,11276,3,6,Duo-fase,20-05-2016,Kalamazoo,MI,1,Bangor,MI,21-05-2016,460,460,7937,8704,50,Intercom,6,2016-05-20,2016-05-21,5,20,767,1 days,4842612,4343604
1718,11719,2,3,Joygreen,20-05-2016,Detriot,MI,3,Monon,IN,23-05-2016,240,240,2243,2745,84,Domestic,9,2016-05-20,2016-05-23,5,20,502,3 days,4845357,4345847
1000,11001,2,3,Zotcare,20-05-2016,Green Bay,WI,2,Joliet,IL,22-05-2016,1003,668,107,345,75,Domestic,3,2016-05-20,2016-05-22,5,20,238,2 days,4845702,4345954
682,10683,2,8,bluecorporation,20-05-2016,Bangor,MI,3,Davenport,IA,23-05-2016,1123,415,2709,3521,74,Domestic,4,2016-05-20,2016-05-23,5,20,812,3 days,4849223,4348663
3,10004,1,5,Viatom,20-05-2016,Indianapolis,IN,1,Northbrook,IL,21-05-2016,450,362,6807,7571,77,Domestic,4,2016-05-20,2016-05-21,5,20,764,1 days,4856794,4355470
1471,11472,2,3,Viacane,20-05-2016,Bangor,MI,1,Davenport,IA,21-05-2016,928,638,4369,5267,87,Domestic,10,2016-05-20,2016-05-21,5,20,898,1 days,4862061,4359839
885,10886,2,4,Plustax,20-05-2016,Milwaukee,WI,1,Springfield,IL,21-05-2016,669,572,8067,6342,50,Domestic,6,2016-05-20,2016-05-21,5,20,-1725,1 days,4868403,4367906
209,10210,2,7,Striplane,20-05-2016,Indianapolis,IN,3,Northbrook,IL,23-05-2016,397,296,3040,3402,77,Domestic,10,2016-05-20,2016-05-23,5,20,362,3 days,4871805,4370946
598,10599,1,8,Trio-dax,20-05-2016,Grand Rapids,MI,10,Toledo,OH,30-05-2016,985,270,4635,4922,56,International,1,2016-05-20,2016-05-30,5,20,287,10 days,4876727,4375581
377,10378,2,6,Saozoomtex,20-05-2016,Davenport,IA,8,Appleton,WI,28-05-2016,222,222,6687,7409,76,International,10,2016-05-20,2016-05-28,5,20,722,8 days,4884136,4382268
465,10466,2,4,geohigh,20-05-2016,Skokie,IL,1,Chicago,IL,21-05-2016,683,486,3812,1533,51,Domestic,1,2016-05-20,2016-05-21,5,20,-2279,1 days,4885669,4386080
401,10402,1,4,Zimjiit,21-05-2016,Davenport,IA,3,Appleton,WI,24-05-2016,1165,729,2273,722,89,Domestic,2,2016-05-21,2016-05-24,5,21,-1551,3 days,4886391,4388353
1,10002,2,7,Plustax,21-05-2016,Milwaukee,WI,2,Springfield,IL,23-05-2016,317,317,646,1199,62,Domestic,8,2016-05-21,2016-05-23,5,21,553,2 days,4887590,4388999
466,10467,1,4,Mediaware,21-05-2016,Kalamazoo,MI,2,Bangor,MI,23-05-2016,1026,568,4716,3001,87,Domestic,1,2016-05-21,2016-05-23,5,21,-1715,2 days,4890591,4393715
1468,11469,2,3,Zathlane,21-05-2016,Cincinnati,OH,1,Gary,IN,22-05-2016,401,261,7421,8082,97,Domestic,2,2016-05-21,2016-05-22,5,21,661,1 days,4898673,4401136
643,10644,1,5,Greentech,21-05-2016,Grand Rapids,MI,4,Toledo,OH,24-05-2016,993,227,8519,8748,57,Domestic,4,2016-05-21,2016-05-24,5,21,229,3 days,4907421,4409655
1597,11598,2,1,Dripvivadex,21-05-2016,Rockford,IL,4,Green Bay,WI,25-05-2016,943,525,2326,6700,97,Domestic,4,2016-05-21,2016-05-25,5,21,4374,4 days,4914121,4411981
191,10192,1,8,Anzammedia,21-05-2016,Detriot,MI,2,Monon,IN,23-05-2016,1014,367,3668,3911,92,Domestic,4,2016-05-21,2016-05-23,5,21,243,2 days,4918032,4415649
987,10988,2,6,Zummatexon,21-05-2016,Bangor,MI,6,Davenport,IA,24-05-2016,271,271,1905,2341,66,International,7,2016-05-21,2016-05-24,5,21,436,3 days,4920373,4417554
125,10126,2,7,Solohex,22-05-2016,Springfield,IL,4,Skokie,IL,26-05-2016,701,290,1970,2241,57,Domestic,1,2016-05-22,2016-05-26,5,22,271,4 days,4922614,4419524
336,10337,2,6,Howplanet,22-05-2016,Chicago,IL,4,Rockford,IL,26-05-2016,1013,562,6912,7754,56,Domestic,7,2016-05-22,2016-05-26,5,22,842,4 days,4930368,4426436
129,10130,2,7,Joyancom,22-05-2016,Detriot,MI,7,Monon,IN,29-05-2016,1114,294,8044,8210,68,International,2,2016-05-22,2016-05-29,5,22,166,7 days,4938578,4434480
694,10695,2,7,Donplanet,22-05-2016,Gary,IN,4,Milwaukee,WI,26-05-2016,1094,208,7449,7606,96,Domestic,4,2016-05-22,2016-05-26,5,22,157,4 days,4946184,4441929
891,10892,2,6,xx-way,22-05-2016,Joliet,IL,8,Madison,WI,30-05-2016,1148,701,1379,1587,98,International,5,2016-05-22,2016-05-30,5,22,208,8 days,4947771,4443308
1146,11147,3,2,betaity,23-05-2016,Indianapolis,IN,4,Northbrook,IL,27-05-2016,660,464,4320,4745,92,Domestic,7,2016-05-23,2016-05-27,5,23,425,4 days,4952516,4447628
431,10432,1,6,Treedrill,23-05-2016,Gary,IN,1,Milwaukee,WI,24-05-2016,1056,738,2673,2937,66,Domestic,4,2016-05-23,2016-05-24,5,23,264,1 days,4955453,4450301
1366,11367,2,4,Goldenlex,23-05-2016,Davenport,IA,5,Appleton,WI,28-05-2016,535,480,5136,3635,93,International,9,2016-05-23,2016-05-28,5,23,-1501,5 days,4959088,4455437
338,10339,1,5,Sanlab,23-05-2016,Northbrook,IL,8,Naperville,IL,31-05-2016,1002,778,324,755,93,International,1,2016-05-23,2016-05-31,5,23,431,8 days,4959843,4455761
1341,11342,3,3,Faseron,23-05-2016,Kalamazoo,MI,3,Bangor,MI,26-05-2016,702,702,6159,6277,69,Domestic,1,2016-05-23,2016-05-26,5,23,118,3 days,4966120,4461920
936,10937,3,2,Zaamhouse,23-05-2016,Joliet,IL,2,Madison,WI,24-05-2016,993,449,7016,7614,52,Domestic,5,2016-05-23,2016-05-24,5,23,598,1 days,4973734,4468936
111,10112,1,4,Solostreet,24-05-2016,Naperville,IL,7,Indianapolis,IN,31-05-2016,322,322,2472,612,63,International,7,2016-05-24,2016-05-31,5,24,-1860,7 days,4974346,4471408
1411,11412,3,2,ganz-is,24-05-2016,Milwaukee,WI,2,Springfield,IL,26-05-2016,472,349,6860,7495,82,Domestic,8,2016-05-24,2016-05-26,5,24,635,2 days,4981841,4478268
17,10018,1,6,Ganjazone,24-05-2016,Elgin,IL,2,Cincinnati,OH,25-05-2016,220,220,5772,6491,83,Domestic,9,2016-05-24,2016-05-25,5,24,719,1 days,4988332,4484040
1659,11660,2,2,Dongtinlux,24-05-2016,Naperville,IL,4,Indianapolis,IN,28-05-2016,917,237,7339,7822,80,Domestic,6,2016-05-24,2016-05-28,5,24,483,4 days,4996154,4491379
1297,11298,3,3,Zimjiit,24-05-2016,Davenport,IA,8,Appleton,WI,31-05-2016,457,457,1623,1996,56,International,7,2016-05-24,2016-05-31,5,24,373,7 days,4998150,4493002
990,10991,2,4,Plextechi,24-05-2016,Kalamazoo,MI,1,Bangor,MI,25-05-2016,997,608,3534,1836,99,Domestic,5,2016-05-24,2016-05-25,5,24,-1698,1 days,4999986,4496536
1768,11769,2,5,Gogokeying,24-05-2016,Naperville,IL,1,Indianapolis,IN,25-05-2016,558,453,6941,7297,83,Domestic,7,2016-05-24,2016-05-25,5,24,356,1 days,5007283,4503477
1389,11390,3,3,Tripple-fax,25-05-2016,Grand Rapids,MI,1,Toledo,OH,26-05-2016,1056,700,6937,7759,86,Domestic,10,2016-05-25,2016-05-26,5,25,822,1 days,5015042,4510414
1489,11490,2,2,O-job,25-05-2016,Appleton,WI,2,Grand Rapids,MI,27-05-2016,518,426,324,1324,76,Domestic,2,2016-05-25,2016-05-27,5,25,1000,2 days,5016366,4510738
1059,11060,3,5,Dongtinlux,25-05-2016,Indianapolis,IN,2,Northbrook,IL,26-05-2016,920,543,281,800,93,Domestic,6,2016-05-25,2016-05-26,5,25,519,1 days,5017166,4511019
1273,11274,2,6,Itdom,25-05-2016,Elgin,IL,8,Cincinnati,OH,02-06-2016,484,399,3255,3825,80,International,9,2016-05-25,2016-06-02,5,25,570,8 days,5020991,4514274
1390,11391,2,4,Qvofix,25-05-2016,Milwaukee,WI,1,Springfield,IL,26-05-2016,960,523,5073,3779,96,Domestic,10,2016-05-25,2016-05-26,5,25,-1294,1 days,5024770,4519347
1176,11177,3,4,Goldentechi,25-05-2016,Madison,WI,3,Kalamazoo,MI,28-05-2016,708,481,4671,3175,85,Domestic,7,2016-05-25,2016-05-28,5,25,-1496,3 days,5027945,4524018
1082,11083,2,4,Anzammedia,25-05-2016,Detriot,MI,2,Monon,IN,27-05-2016,640,640,6536,4539,63,Domestic,1,2016-05-25,2016-05-27,5,25,-1997,2 days,5032484,4530554
1592,11593,2,2,Donplanet,25-05-2016,Gary,IN,5,Milwaukee,WI,27-05-2016,808,217,820,1713,69,International,1,2016-05-25,2016-05-27,5,25,893,2 days,5034197,4531374
1681,11682,3,6,Anzammedia,26-05-2016,Appleton,WI,1,Grand Rapids,MI,27-05-2016,545,545,6433,6713,51,Domestic,9,2016-05-26,2016-05-27,5,26,280,1 days,5040910,4537807
1626,11627,2,5,Kantone,26-05-2016,Kalamazoo,MI,5,Bangor,MI,29-05-2016,1146,673,3109,3255,58,International,10,2016-05-26,2016-05-29,5,26,146,3 days,5044165,4540916
926,10927,2,3,Strongdax,26-05-2016,Bangor,MI,2,Davenport,IA,28-05-2016,279,279,2681,3320,73,Domestic,9,2016-05-26,2016-05-28,5,26,639,2 days,5047485,4543597
1627,11628,2,2,Treedrill,26-05-2016,Davenport,IA,9,Appleton,WI,03-06-2016,779,764,3884,4146,69,International,6,2016-05-26,2016-06-03,5,26,262,8 days,5051631,4547481
530,10531,1,7,Streetlam,26-05-2016,Skokie,IL,3,Chicago,IL,29-05-2016,531,531,8066,8994,58,Domestic,10,2016-05-26,2016-05-29,5,26,928,3 days,5060625,4555547
1027,11028,3,6,Treedrill,26-05-2016,Cincinnati,OH,3,Gary,IN,29-05-2016,1160,792,7179,7285,89,Domestic,2,2016-05-26,2016-05-29,5,26,106,3 days,5067910,4562726
1542,11543,3,3,Sanlab,26-05-2016,Skokie,IL,3,Chicago,IL,29-05-2016,278,278,3482,3725,68,Domestic,9,2016-05-26,2016-05-29,5,26,243,3 days,5071635,4566208
788,10789,2,5,Tripple-fax,26-05-2016,Dayton,OH,3,Elgin,IL,27-05-2016,981,644,7343,8079,99,Domestic,5,2016-05-26,2016-05-27,5,26,736,1 days,5079714,4573551
1350,11351,3,5,zummatax,27-05-2016,Gary,IN,3,Milwaukee,WI,30-05-2016,478,478,7552,8326,50,Domestic,3,2016-05-27,2016-05-30,5,27,774,3 days,5088040,4581103
999,11000,3,6,Canetechnology,27-05-2016,Madison,WI,1,Kalamazoo,MI,28-05-2016,287,205,4617,5194,64,Intercom,1,2016-05-27,2016-05-28,5,27,577,1 days,5093234,4585720
572,10573,2,6,Gogokeying,27-05-2016,Elgin,IL,2,Cincinnati,OH,29-05-2016,721,721,8563,8918,50,Domestic,8,2016-05-27,2016-05-29,5,27,355,2 days,5102152,4594283
702,10703,1,8,Scotcan,27-05-2016,Dayton,OH,1,Elgin,IL,28-05-2016,1173,302,4050,4826,72,Domestic,7,2016-05-27,2016-05-28,5,27,776,1 days,5106978,4598333
1151,11152,3,6,Tempfan,27-05-2016,Monon,IN,3,Lansing,MI,30-05-2016,1130,518,6847,7684,65,Domestic,8,2016-05-27,2016-05-30,5,27,837,3 days,5114662,4605180
628,10629,2,5,Groovestrip,27-05-2016,Joliet,IL,3,Madison,WI,30-05-2016,205,205,7974,8918,54,Domestic,5,2016-05-27,2016-05-30,5,27,944,3 days,5123580,4613154
1313,11314,3,1,Quotefix,27-05-2016,Cincinnati,OH,3,Gary,IN,30-05-2016,459,318,542,5174,88,Domestic,8,2016-05-27,2016-05-30,5,27,4632,3 days,5128754,4613696
1503,11504,2,5,Keyzunbase,27-05-2016,Detriot,MI,2,Monon,IN,29-05-2016,436,436,5018,5128,89,Domestic,2,2016-05-27,2016-05-29,5,27,110,2 days,5133882,4618714
378,10379,1,7,Funlax,27-05-2016,Grand Rapids,MI,7,Toledo,OH,03-06-2016,200,200,2022,2539,92,International,2,2016-05-27,2016-06-03,5,27,517,7 days,5136421,4620736
211,10212,1,8,re-can,28-05-2016,Detriot,MI,2,Monon,IN,30-05-2016,759,695,401,567,65,Domestic,6,2016-05-28,2016-05-30,5,28,166,2 days,5136988,4621137
1173,11174,2,2,Donware,28-05-2016,Gary,IN,1,Milwaukee,WI,29-05-2016,1048,642,1750,2741,55,Domestic,6,2016-05-28,2016-05-29,5,28,991,1 days,5139729,4622887
395,10396,1,7,Streetplus,28-05-2016,Toledo,OH,6,Detriot,MI,03-06-2016,346,258,5455,5936,79,International,1,2016-05-28,2016-06-03,5,28,481,6 days,5145665,4628342
295,10296,2,6,Damdexon,28-05-2016,Indianapolis,IN,4,Northbrook,IL,31-05-2016,511,312,538,1135,59,Domestic,10,2016-05-28,2016-05-31,5,28,597,3 days,5146800,4628880
373,10374,2,8,Xx-canex,29-05-2016,Bangor,MI,3,Davenport,IA,01-06-2016,886,701,3501,3812,53,Domestic,4,2016-05-29,2016-06-01,5,29,311,3 days,5150612,4632381
