TripID,ShipperID,CategoryID,Customer,ShipDate,OriginCity,OriginState,ShipDays,DestinationCity,DestinationState,TotalMiles,LoadedMiles,ShippingCost,Revenue,Capacity,TripType,CheckPoints
10486,2,5,Alphafan,2016-03-07,Lansing,MI,4,Dayton,OH,273,273,3302,3490,71,Domestic,8
10487,1,8,D-Quadlux,2016-01-25,Bangor,MI,1,Davenport,IA,1036,476,1973,2570,77,Domestic,7
10488,1,6,Funlatlex,2016-04-19,Elgin,IL,2,Cincinnati,OH,446,446,6336,7212,66,Domestic,9
10489,1,8,Wareholding,2016-07-07,Skokie,IL,9,Chicago,IL,937,229,6171,6411,99,International,7
10490,2,8,Anzammedia,2016-06-16,Kalamazoo,MI,5,Bangor,MI,1159,712,7897,8006,73,International,6
10491,1,8,Zoomhex,2016-04-05,Davenport,IA,5,Appleton,WI,1104,679,6931,7665,89,International,5
10492,2,7,Qvofix,2016-04-27,Milwaukee,WI,9,Springfield,IL,1017,421,5028,5342,86,International,7
10493,2,6,Faseelectronics,2016-06-19,Chicago,IL,2,Rockford,IL,371,371,1218,1838,97,Domestic,10
10494,1,8,Golddexon,2016-08-16,Northbrook,IL,4,Naperville,IL,1094,619,3359,3686,67,Domestic,8
10495,2,5,Zunhouse,2016-08-17,Detriot,MI,5,Monon,IN,632,238,3257,3645,80,International,1
10496,1,8,Inchholdings,2016-07-08,Gary,IN,6,Milwaukee,WI,222,222,2737,3501,89,International,3
10497,1,6,Runhigh,2016-01-10,Joliet,IL,2,Madison,WI,980,303,2430,2818,94,Domestic,3
10498,1,5,White-High,2016-07-05,Monon,IN,4,Lansing,MI,464,464,4584,5553,89,Domestic,3
10499,1,8,Fasezoomfix,2016-04-28,Madison,WI,3,Kalamazoo,MI,355,355,1138,1702,53,Domestic,5
10500,1,6,Dingcan,2016-06-10,Green Bay,WI,4,Joliet,IL,1027,756,4805,5786,67,Domestic,7
10501,1,7,Hexzim,2016-07-11,Rockford,IL,3,Green Bay,WI,963,301,6063,6946,80,Domestic,8
10502,1,5,Scotlex,2016-06-03,Appleton,WI,3,Grand Rapids,MI,456,456,7067,7784,64,Domestic,7
10503,1,4,Good-Find,2016-02-09,Cincinnati,OH,2,Gary,IN,740,452,4053,1512,65,Domestic,8
10504,1,5,Plexlamway,2016-02-22,Dayton,OH,4,Elgin,IL,932,341,4624,4803,92,Domestic,5
10505,2,8,Latgotrax,2016-06-09,Toledo,OH,7,Detriot,MI,369,229,5364,6299,82,International,6
10506,1,4,Hotity,2016-01-16,Lansing,MI,9,Dayton,OH,1032,409,5465,3481,90,International,9
10507,1,6,Scothouse,2016-02-24,Bangor,MI,7,Davenport,IA,767,677,3409,4125,99,International,9
10508,2,4,Striplane,2016-01-21,Elgin,IL,9,Cincinnati,OH,1165,437,3166,1238,71,International,10
10509,1,8,Technodax,2016-04-16,Skokie,IL,5,Chicago,IL,653,624,3442,4094,66,International,1
10510,1,4,Re-Can,2016-03-17,Kalamazoo,MI,1,Bangor,MI,758,392,1971,291,99,Intercom,2
10511,2,6,Unatrax,2016-06-05,Davenport,IA,1,Appleton,WI,980,296,846,1478,57,Domestic,6
10512,1,7,Acequote,2016-08-02,Grand Rapids,MI,1,Toledo,OH,749,739,3584,4156,84,Domestic,9
10513,1,5,Ganz-Is,2016-06-04,Milwaukee,WI,1,Springfield,IL,1151,772,4794,5611,98,Domestic,2
10514,1,4,Sonbam,2016-05-11,Springfield,IL,7,Skokie,IL,451,451,6931,4961,50,International,6
10515,2,5,Freebam,2016-06-29,Chicago,IL,10,Rockford,IL,495,403,4591,5339,77,International,7
10516,2,8,Faxzumtrax,2016-05-02,Indianapolis,IN,2,Northbrook,IL,934,548,1789,2397,93,Domestic,1
10517,2,5,Linezatlam,2016-08-31,Detriot,MI,3,Monon,IN,1041,359,2189,2653,57,Domestic,2
10518,1,4,O-Ace,2016-08-10,Gary,IN,4,Milwaukee,WI,246,246,3062,1186,66,Domestic,9
10519,1,5,Statway,2016-03-20,Joliet,IL,3,Madison,WI,537,249,1440,2166,50,Domestic,8
10520,1,5,Zunzone,2016-05-03,Monon,IN,3,Lansing,MI,573,571,5382,6119,56,Domestic,5
10521,2,6,Hat-Core,2016-01-01,Madison,WI,1,Kalamazoo,MI,983,231,1239,1720,73,Domestic,3
10522,2,6,Zathhow,2016-06-04,Green Bay,WI,1,Joliet,IL,757,690,5109,5731,52,Domestic,9
10523,1,5,Subvivais,2016-02-28,Naperville,IL,2,Indianapolis,IN,649,366,2655,2874,73,Domestic,6
10524,1,8,Saltfan,2016-02-04,Rockford,IL,6,Green Bay,WI,955,280,131,835,92,International,3
10525,1,5,Joygreen,2016-02-15,Appleton,WI,7,Grand Rapids,MI,877,232,6466,6606,74,International,4
10526,2,6,Icedox,2016-03-14,Dayton,OH,10,Elgin,IL,940,288,598,915,64,International,10
10527,2,8,Namelectronics,2016-03-27,Toledo,OH,10,Detriot,MI,745,642,5058,5433,94,International,3
10528,2,5,Warecity,2016-07-03,Lansing,MI,2,Dayton,OH,623,382,2149,2646,56,Intercom,10
10529,1,5,Donremlane,2016-06-26,Bangor,MI,1,Davenport,IA,372,372,6537,6803,72,Domestic,3
10530,1,8,Ganzlane,2016-03-20,Elgin,IL,4,Cincinnati,OH,827,565,5772,6077,56,Domestic,5
10531,1,7,Streetlam,2016-05-26,Skokie,IL,3,Chicago,IL,531,531,8066,8994,58,Domestic,10
10532,2,8,Tonsanhigh,2016-08-02,Kalamazoo,MI,8,Bangor,MI,1168,466,2611,3458,57,International,1
10533,2,7,Siliconcore,2016-06-29,Davenport,IA,10,Appleton,WI,590,348,2354,3040,50,International,4
10534,1,6,Dan-High,2016-02-15,Grand Rapids,MI,2,Toledo,OH,827,513,5718,5862,88,Domestic,7
10535,2,6,Jobtechnology,2016-02-25,Milwaukee,WI,2,Springfield,IL,833,603,334,930,50,Domestic,4
10536,2,6,Daltron,2016-01-08,Springfield,IL,4,Skokie,IL,1153,360,1274,2190,64,Domestic,10
10537,1,6,Y-Strip,2016-05-14,Chicago,IL,3,Rockford,IL,861,429,1555,2279,70,Domestic,6
10538,1,5,Danfan,2016-07-08,Indianapolis,IN,2,Northbrook,IL,513,513,1238,1492,81,Domestic,7
10539,2,6,Plustaxon,2016-06-02,Northbrook,IL,3,Naperville,IL,915,594,7720,8038,61,Domestic,2
10540,1,5,Truebam,2016-04-11,Detriot,MI,3,Monon,IN,1025,480,2163,3047,55,Domestic,3
10541,2,4,Dongbase,2016-07-20,Monon,IN,10,Lansing,MI,1057,384,8798,6619,76,International,3
10542,1,8,Howelectrics,2016-04-03,Madison,WI,7,Kalamazoo,MI,957,217,5913,6632,93,International,8
10543,1,5,Zimex,2016-08-25,Naperville,IL,8,Indianapolis,IN,859,730,5904,6529,50,International,10
10544,2,8,Joyzim,2016-03-03,Appleton,WI,2,Grand Rapids,MI,1162,637,96,626,69,Intercom,7
10545,1,8,Silver-Line,2016-01-11,Cincinnati,OH,3,Gary,IN,1054,353,6526,6895,61,Domestic,1
10546,2,5,Una-Phase,2016-02-14,Dayton,OH,2,Elgin,IL,1159,507,6721,7409,59,Domestic,6
10547,2,7,Condexon,2016-03-10,Toledo,OH,4,Detriot,MI,1039,547,4004,4613,61,Domestic,4
10548,2,7,Canphase,2016-08-18,Bangor,MI,10,Davenport,IA,578,578,5126,5850,93,International,1
10549,2,6,Betaity,2016-04-12,Elgin,IL,1,Cincinnati,OH,714,714,2032,2976,59,Domestic,5
10550,2,6,Jaydox,2016-02-07,Skokie,IL,3,Chicago,IL,373,207,6861,7110,67,Domestic,6
10551,2,8,O-Tom,2016-03-15,Kalamazoo,MI,3,Bangor,MI,525,525,6716,7394,82,Domestic,4
10552,1,6,Canex,2016-07-26,Davenport,IA,1,Appleton,WI,1052,800,7652,8381,55,Domestic,5
10553,1,7,Villahouse,2016-03-07,Grand Rapids,MI,2,Toledo,OH,1179,658,1843,2235,50,Domestic,8
10554,1,5,Tempfan,2016-03-24,Milwaukee,WI,1,Springfield,IL,620,620,772,1207,68,Domestic,5
10555,1,8,Vivazim,2016-07-08,Springfield,IL,4,Skokie,IL,232,232,3400,3731,63,Domestic,2
10556,1,6,Citydexon,2016-04-26,Chicago,IL,3,Rockford,IL,1046,374,3336,3821,96,Domestic,4
10557,1,5,Ittam,2016-05-06,Indianapolis,IN,2,Northbrook,IL,953,507,1373,1509,67,Domestic,4
10558,2,5,Saltlab,2016-03-16,Northbrook,IL,10,Naperville,IL,1145,236,2158,2699,77,International,9
10559,1,4,Conehotice,2016-07-25,Detriot,MI,5,Monon,IN,272,272,7066,4453,78,International,8
10560,1,4,Itcantrans,2016-07-11,Gary,IN,9,Milwaukee,WI,778,485,3123,545,54,International,10
10561,1,4,Blue-Tech,2016-01-26,Joliet,IL,9,Madison,WI,1046,572,6916,5265,58,International,10
10562,2,7,Unahigh,2016-04-06,Monon,IN,8,Lansing,MI,560,560,101,574,63,International,5
10563,2,6,Openzap,2016-07-14,Madison,WI,1,Kalamazoo,MI,753,281,5241,5558,79,Intercom,7
10564,2,7,Redozetam,2016-08-06,Green Bay,WI,3,Joliet,IL,643,599,1687,2575,63,Domestic,1
10565,2,4,Coneranron,2016-02-08,Naperville,IL,2,Indianapolis,IN,1175,724,8072,5901,95,Domestic,6
10566,1,6,Zen-Holdings,2016-04-04,Rockford,IL,2,Green Bay,WI,591,291,228,744,61,Domestic,7
10567,1,8,Warebam,2016-02-17,Appleton,WI,7,Grand Rapids,MI,586,586,4810,5193,92,International,4
10568,1,8,Zathlane,2016-05-03,Cincinnati,OH,8,Gary,IN,1175,420,2447,3148,79,International,7
10569,2,7,Hayholding,2016-07-20,Dayton,OH,4,Elgin,IL,922,572,4539,5393,65,Domestic,1
10570,1,8,Finlux,2016-05-09,Toledo,OH,1,Detriot,MI,1020,643,2354,3256,62,Domestic,6
10571,2,8,Zamlane,2016-03-09,Lansing,MI,2,Dayton,OH,429,325,1876,2259,86,Domestic,8
10572,1,6,Viacane,2016-05-07,Bangor,MI,1,Davenport,IA,806,326,161,736,72,Domestic,4
10573,2,6,Gogokeying,2016-05-27,Elgin,IL,2,Cincinnati,OH,721,721,8563,8918,50,Domestic,8
10574,2,5,Tinron,2016-01-13,Skokie,IL,2,Chicago,IL,670,487,6338,7289,58,Domestic,6
10575,2,5,Canace,2016-02-11,Kalamazoo,MI,4,Bangor,MI,245,245,3100,3591,62,Domestic,10
10576,1,5,Donware,2016-01-27,Davenport,IA,1,Appleton,WI,1003,621,7184,7988,51,Domestic,1
10577,2,4,Linetone,2016-06-16,Grand Rapids,MI,2,Toledo,OH,301,301,6622,4610,67,Domestic,5
10578,1,8,Goldentechi,2016-06-22,Springfield,IL,9,Skokie,IL,614,521,1420,2018,68,International,8
10579,2,7,Iselectrics,2016-07-28,Chicago,IL,9,Rockford,IL,630,214,3269,3558,63,International,10
10580,2,5,Kinice,2016-08-26,Indianapolis,IN,8,Northbrook,IL,991,656,421,582,62,International,9
10581,2,7,Bamgeohigh,2016-07-12,Northbrook,IL,8,Naperville,IL,794,575,1438,1569,61,International,9
10582,1,5,Funfintech,2016-08-24,Detriot,MI,1,Monon,IN,1095,251,4179,5110,96,Intercom,7
10583,1,4,Latcore,2016-05-03,Gary,IN,4,Milwaukee,WI,524,451,4276,2422,58,Domestic,7
10584,1,6,Reddoit,2016-08-04,Joliet,IL,1,Madison,WI,1163,498,7125,7611,70,Domestic,8
10585,1,8,Plustax,2016-06-29,Monon,IN,2,Lansing,MI,985,626,7253,7621,51,Domestic,8
10586,1,7,Bamity,2016-04-25,Madison,WI,6,Kalamazoo,MI,343,343,7993,8557,79,International,3
10587,1,7,Quotelane,2016-07-13,Green Bay,WI,6,Joliet,IL,311,311,5252,5579,87,International,8
10588,2,4,Viatom,2016-02-29,Naperville,IL,2,Indianapolis,IN,947,744,5440,3358,81,Domestic,4
10589,1,6,Silverfase,2016-08-23,Rockford,IL,3,Green Bay,WI,1121,410,7092,7492,98,Domestic,10
10590,1,8,O-Job,2016-08-20,Appleton,WI,3,Grand Rapids,MI,526,335,2088,2515,67,Domestic,10
10591,2,6,Howtaxon,2016-06-05,Cincinnati,OH,3,Gary,IN,390,320,2352,3057,75,Domestic,9
10592,2,6,Xx-Way,2016-07-31,Dayton,OH,2,Elgin,IL,946,623,3805,4071,74,Domestic,9
10593,2,8,San-Plex,2016-03-05,Toledo,OH,1,Detriot,MI,828,655,779,1238,96,Domestic,7
10594,1,5,Indi-Dox,2016-02-24,Bangor,MI,2,Davenport,IA,425,425,8439,8814,89,Domestic,6
10595,2,5,Damdexon,2016-08-03,Elgin,IL,2,Cincinnati,OH,470,470,7335,7703,87,Domestic,6
10596,1,4,Subdrill,2016-01-31,Skokie,IL,5,Chicago,IL,1065,488,5196,3360,84,International,1
10597,1,8,Conzumzap,2016-02-13,Kalamazoo,MI,7,Bangor,MI,766,233,1075,1792,96,International,9
10598,2,7,Ontotam,2016-08-17,Davenport,IA,5,Appleton,WI,1036,335,6357,7319,90,International,1
10599,1,8,Trio-Dax,2016-05-20,Grand Rapids,MI,10,Toledo,OH,985,270,4635,4922,56,International,1
10600,2,4,Ventocore,2016-02-08,Milwaukee,WI,10,Springfield,IL,523,336,3326,1979,92,International,8
10601,2,7,Tampquote,2016-03-25,Springfield,IL,2,Skokie,IL,210,210,7290,7603,95,Intercom,2
10602,2,7,Recode,2016-04-16,Chicago,IL,3,Rockford,IL,271,209,5902,6462,79,Domestic,10
10603,1,5,Ganjazone,2016-07-11,Indianapolis,IN,3,Northbrook,IL,880,256,1605,2359,74,Domestic,3
10604,2,5,Hottaxon,2016-03-16,Northbrook,IL,4,Naperville,IL,1001,788,4248,4697,78,Domestic,7
10605,2,5,Keyzunbase,2016-07-09,Detriot,MI,8,Monon,IN,535,442,4501,4725,66,International,3
10606,2,5,K-Is,2016-04-12,Gary,IN,6,Milwaukee,WI,663,350,6747,7370,80,International,2
10607,1,7,Villacom,2016-06-09,Joliet,IL,2,Madison,WI,1160,650,2334,3067,76,Domestic,9
10608,1,7,Zotit,2016-07-05,Monon,IN,2,Lansing,MI,1013,396,3311,3733,67,Domestic,1
10609,1,8,Scotquote,2016-05-18,Madison,WI,3,Kalamazoo,MI,1046,708,2864,3242,75,Domestic,3
10610,2,8,Stimmedia,2016-07-19,Green Bay,WI,4,Joliet,IL,373,366,4644,5437,70,Domestic,2
10611,2,4,Lazap,2016-07-02,Naperville,IL,3,Indianapolis,IN,254,246,7021,4690,71,Domestic,7
10612,2,6,Dingity,2016-01-09,Appleton,WI,3,Grand Rapids,MI,1057,534,51,1038,65,Domestic,6
10613,2,4,Fax-Ex,2016-08-28,Cincinnati,OH,1,Gary,IN,446,446,8698,6541,59,Domestic,10
10614,1,6,Duodax,2016-01-30,Dayton,OH,2,Elgin,IL,1048,244,3554,4527,71,Domestic,9
10615,2,6,Planethouse,2016-05-30,Toledo,OH,10,Detriot,MI,1104,765,665,1092,57,International,2
10616,1,5,Overtam,2016-07-29,Lansing,MI,10,Dayton,OH,887,580,682,1348,86,International,4
10617,2,5,Solholdings,2016-08-18,Bangor,MI,10,Davenport,IA,870,610,5515,5788,57,International,10
10618,2,5,Cannamcon,2016-03-08,Elgin,IL,8,Cincinnati,OH,529,450,6014,6538,53,International,8
10619,1,4,Zerfax,2016-01-29,Skokie,IL,6,Chicago,IL,658,220,3484,1257,61,International,1
10620,1,5,Technoline,2016-08-08,Kalamazoo,MI,1,Bangor,MI,840,508,3696,4346,78,Intercom,9
10621,1,4,Applanet,2016-02-27,Davenport,IA,3,Appleton,WI,349,349,7682,5934,58,Domestic,2
10622,1,7,Zoncone,2016-03-19,Grand Rapids,MI,3,Toledo,OH,1088,202,30,821,69,Domestic,2
10623,2,8,Canemedkix,2016-06-18,Milwaukee,WI,4,Springfield,IL,656,257,389,533,71,Domestic,9
10624,2,6,Whitefan,2016-03-11,Springfield,IL,9,Skokie,IL,682,636,1197,1523,63,International,8
10625,1,4,Xx-Dotone,2016-01-12,Indianapolis,IN,4,Northbrook,IL,347,347,6215,4341,78,Domestic,2
10626,1,6,Tamcan,2016-06-29,Northbrook,IL,2,Naperville,IL,866,563,3845,4170,98,Domestic,4
10627,2,6,Sanin,2016-05-01,Detriot,MI,3,Monon,IN,1058,423,5577,5944,93,Domestic,3
10628,1,6,Sonlex,2016-08-13,Gary,IN,1,Milwaukee,WI,1166,228,8454,8893,78,Domestic,4
10629,2,5,Groovestrip,2016-05-27,Joliet,IL,3,Madison,WI,205,205,7974,8918,54,Domestic,5
10630,1,8,Matdex,2016-06-02,Monon,IN,2,Lansing,MI,337,337,6547,7366,64,Domestic,9
10631,1,5,Saohow,2016-07-18,Madison,WI,4,Kalamazoo,MI,1186,373,3198,3451,84,Domestic,10
10632,1,5,Yearlex,2016-08-21,Green Bay,WI,4,Joliet,IL,994,290,56,1016,73,Domestic,5
10633,2,6,Bamtechnology,2016-03-04,Naperville,IL,2,Indianapolis,IN,380,380,1910,2067,97,Domestic,6
10634,1,5,Dripkix,2016-01-27,Rockford,IL,6,Green Bay,WI,966,790,5938,6216,52,International,10
10635,2,7,Instrip,2016-08-01,Appleton,WI,10,Grand Rapids,MI,420,407,4568,5475,58,International,4
10636,1,7,Xx-Bam,2016-01-01,Cincinnati,OH,7,Gary,IN,402,402,677,911,98,International,8
10637,2,5,Zaamhouse,2016-04-21,Dayton,OH,10,Elgin,IL,438,212,4807,5400,93,International,4
10638,2,6,Zoofan,2016-02-10,Toledo,OH,10,Detriot,MI,417,321,3831,4804,75,International,6
10639,1,8,Zuntexon,2016-03-23,Lansing,MI,2,Dayton,OH,392,392,4270,4540,99,Intercom,2
10640,1,8,Howplanet,2016-03-03,Bangor,MI,2,Davenport,IA,390,390,4594,4956,54,Domestic,4
10641,2,8,Sanlab,2016-07-02,Skokie,IL,3,Chicago,IL,432,432,6030,6871,65,Domestic,8
10642,2,8,Mathing,2016-05-16,Kalamazoo,MI,8,Bangor,MI,868,235,7835,8248,93,International,2
10643,2,7,Tamholding,2016-01-17,Davenport,IA,8,Appleton,WI,970,497,7742,8687,63,International,5
10644,1,5,Greentech,2016-05-21,Grand Rapids,MI,4,Toledo,OH,993,227,8519,8748,57,Domestic,4
10645,2,5,Goldenbam,2016-05-11,Milwaukee,WI,2,Springfield,IL,295,295,646,1289,83,Domestic,1
10646,1,7,Silfase,2016-07-28,Springfield,IL,3,Skokie,IL,989,385,4723,5448,94,Domestic,10
10647,1,5,Unoex,2016-04-27,Chicago,IL,3,Rockford,IL,409,257,2195,2949,83,Domestic,8
10648,1,6,Zoodrill,2016-01-20,Indianapolis,IN,4,Northbrook,IL,1143,591,6993,7568,67,Domestic,3
10649,2,6,Sunjob,2016-08-15,Northbrook,IL,3,Naperville,IL,1159,778,3648,4557,97,Domestic,10
10650,1,6,Anmedia,2016-03-05,Detriot,MI,2,Monon,IN,1143,563,7882,8267,61,Domestic,2
10651,2,8,Daltfax,2016-08-10,Gary,IN,1,Milwaukee,WI,1155,257,7583,8379,80,Domestic,6
10652,1,7,Physcone,2016-06-28,Joliet,IL,1,Madison,WI,903,282,7351,8272,51,Domestic,1
10653,1,5,Kincorporation,2016-07-12,Monon,IN,10,Lansing,MI,308,286,6050,6688,59,International,1
10654,2,6,Vaiazozice,2016-01-03,Madison,WI,6,Kalamazoo,MI,552,266,6595,7202,57,International,10
10655,2,6,Plusla,2016-08-08,Green Bay,WI,5,Joliet,IL,308,308,7272,8062,86,International,2
10656,1,8,Nimlab,2016-03-24,Naperville,IL,10,Indianapolis,IN,431,431,3846,4526,78,International,1
10657,1,4,Tamplex,2016-08-05,Rockford,IL,10,Green Bay,WI,496,496,4112,1789,89,International,2
10658,2,6,Roundphase,2016-08-14,Cincinnati,OH,2,Gary,IN,1005,529,6984,7360,81,Domestic,2
10659,1,4,Faseway,2016-05-17,Dayton,OH,2,Elgin,IL,851,733,2807,537,82,Domestic,5
10660,2,7,Tripplekix,2016-07-20,Toledo,OH,3,Detriot,MI,261,261,787,1736,69,Domestic,4
10661,2,5,Dontam,2016-01-15,Lansing,MI,6,Dayton,OH,513,435,8053,8593,66,International,9
10662,1,4,Scotfase,2016-06-04,Bangor,MI,10,Davenport,IA,528,528,8062,6262,70,International,7
10663,2,7,Newzap,2016-03-10,Elgin,IL,2,Cincinnati,OH,1197,234,6019,6190,58,Domestic,2
10664,2,7,Mathtouch,2016-02-28,Skokie,IL,4,Chicago,IL,699,678,8014,8429,53,Domestic,10
10665,2,8,Zimity,2016-02-23,Kalamazoo,MI,1,Bangor,MI,873,384,7386,7729,56,Domestic,10
10666,2,8,Dongbiolex,2016-07-17,Davenport,IA,1,Appleton,WI,863,305,4503,4869,70,Domestic,3
10667,1,4,J-Lax,2016-03-13,Grand Rapids,MI,3,Toledo,OH,999,574,1568,51,54,Domestic,1
10668,2,7,Geofind,2016-03-20,Milwaukee,WI,3,Springfield,IL,1013,492,783,1711,64,Domestic,4
10669,1,6,Iceelectrics,2016-06-05,Springfield,IL,3,Skokie,IL,651,632,4860,5668,97,Domestic,5
10670,2,4,Vaiazoom,2016-03-08,Chicago,IL,4,Rockford,IL,388,388,6071,3903,82,Domestic,2
10671,1,7,Vaiataxon,2016-06-22,Indianapolis,IN,2,Northbrook,IL,785,712,7847,8389,61,Domestic,8
10672,1,6,Pluslam,2016-08-19,Northbrook,IL,5,Naperville,IL,437,437,2642,3461,87,International,4
10673,1,5,Singleholdings,2016-01-05,Gary,IN,5,Milwaukee,WI,1071,546,8603,8817,91,International,6
10674,2,5,Strongcane,2016-06-15,Monon,IN,7,Lansing,MI,965,311,7654,8317,89,International,6
10675,2,8,Condintex,2016-08-10,Madison,WI,2,Kalamazoo,MI,410,410,7434,7686,55,Intercom,9
10676,1,8,Xx-Canex,2016-06-07,Green Bay,WI,2,Joliet,IL,955,234,1109,1943,76,Domestic,1
10677,1,6,Itdom,2016-08-03,Naperville,IL,4,Indianapolis,IN,339,339,4701,5433,66,Domestic,4
10678,2,8,Zamholdings,2016-08-29,Rockford,IL,2,Green Bay,WI,762,660,7119,7571,99,Domestic,8
10679,1,8,Duo-Fase,2016-04-07,Appleton,WI,10,Grand Rapids,MI,537,522,4026,4631,64,International,2
10680,2,8,Saozoomtex,2016-05-10,Cincinnati,OH,5,Gary,IN,468,468,2959,3114,88,International,2
10681,1,8,Funlax,2016-01-31,Dayton,OH,2,Elgin,IL,1070,738,7240,7594,86,Domestic,1
10682,1,7,Beta-Ron,2016-01-27,Toledo,OH,3,Detriot,MI,328,328,5351,5616,82,Domestic,3
10683,2,8,Bluecorporation,2016-05-20,Bangor,MI,3,Davenport,IA,1123,415,2709,3521,74,Domestic,4
10684,2,8,Fin-Cone,2016-02-12,Elgin,IL,4,Cincinnati,OH,976,484,830,1487,73,Domestic,7
10685,1,6,Ranmedia,2016-08-23,Skokie,IL,1,Chicago,IL,987,250,3453,3862,97,Domestic,8
10686,2,7,Trueplus,2016-05-04,Kalamazoo,MI,1,Bangor,MI,241,241,2503,3118,73,Domestic,1
10687,2,8,Templax,2016-02-12,Davenport,IA,1,Appleton,WI,690,223,7808,8502,85,Domestic,2
10688,2,4,Roundphase,2016-05-17,Grand Rapids,MI,4,Toledo,OH,953,462,2888,291,83,Domestic,3
10689,2,4,Medialax,2016-03-24,Milwaukee,WI,10,Springfield,IL,631,319,4791,2154,67,International,5
10690,2,7,Ronlamice,2016-07-27,Springfield,IL,6,Skokie,IL,643,328,1019,1222,55,International,10
10691,1,8,Zummatexon,2016-08-01,Chicago,IL,8,Rockford,IL,369,320,5754,6350,82,International,1
10692,2,4,Aptaxon,2016-04-01,Indianapolis,IN,9,Northbrook,IL,1090,278,3505,1098,92,International,9
10693,1,8,Strongtechnology,2016-07-16,Northbrook,IL,6,Naperville,IL,400,400,873,1000,87,International,5
10694,1,5,Plextechi,2016-03-13,Detriot,MI,2,Monon,IN,524,524,6846,7562,74,Intercom,2
10695,2,7,Donplanet,2016-05-22,Gary,IN,4,Milwaukee,WI,1094,208,7449,7606,96,Domestic,4
10696,1,8,Streetplus,2016-04-22,Monon,IN,2,Lansing,MI,463,384,6905,7336,95,Domestic,5
10697,2,5,K-Antex,2016-04-14,Madison,WI,6,Kalamazoo,MI,553,553,4077,4990,63,International,6
10698,1,8,Constreet,2016-08-26,Green Bay,WI,9,Joliet,IL,1093,715,2788,2894,77,International,2
10699,2,5,Quotefix,2016-02-28,Naperville,IL,2,Indianapolis,IN,1038,452,2556,2858,73,Domestic,10
10700,1,4,Dripvivadex,2016-01-06,Rockford,IL,3,Green Bay,WI,419,419,6312,4268,93,Domestic,6
10701,1,4,Trustcorporation,2016-08-27,Appleton,WI,1,Grand Rapids,MI,542,542,7700,6346,98,Domestic,3
10702,1,4,Zimjiit,2016-01-03,Cincinnati,OH,1,Gary,IN,353,305,4545,3118,59,Domestic,7
10703,1,8,Scotcan,2016-05-27,Dayton,OH,1,Elgin,IL,1173,302,4050,4826,72,Domestic,7
10704,1,6,Duoflex,2016-04-19,Toledo,OH,2,Detriot,MI,929,518,912,1324,79,Domestic,2
10705,2,4,Canetechnology,2016-01-10,Lansing,MI,2,Dayton,OH,1196,410,8138,6536,89,Domestic,8
10706,2,6,Zotcare,2016-01-19,Bangor,MI,2,Davenport,IA,1035,220,392,742,86,Domestic,10
10707,2,6,Solostreet,2016-01-24,Elgin,IL,4,Cincinnati,OH,202,202,380,792,96,Domestic,8
10708,1,7,Xx-Planet,2016-06-28,Skokie,IL,5,Chicago,IL,697,346,2292,2407,80,International,1
10709,1,7,Apzone,2016-01-12,Kalamazoo,MI,7,Bangor,MI,319,319,1570,2508,61,International,10
10710,2,6,Donglax,2016-04-07,Davenport,IA,5,Appleton,WI,766,536,1314,2224,80,International,4
10711,2,6,Jaylane,2016-03-17,Grand Rapids,MI,9,Toledo,OH,633,220,2771,3293,71,International,9
10712,1,8,Silverace,2016-03-10,Milwaukee,WI,7,Springfield,IL,1018,484,6039,6526,73,International,3
10713,1,5,Conelane,2016-08-06,Springfield,IL,2,Skokie,IL,431,431,7972,8435,54,Intercom,7
10714,2,4,Matsanice,2016-08-29,Chicago,IL,2,Rockford,IL,390,390,2572,890,84,Domestic,5
10715,2,6,Ronplanet,2016-03-02,Indianapolis,IN,1,Northbrook,IL,315,315,5028,5230,97,Domestic,5
10716,1,5,Plusity,2016-05-02,Detriot,MI,8,Monon,IN,1152,312,1209,1959,78,International,7
10717,1,6,Quotefix,2016-06-20,Gary,IN,5,Milwaukee,WI,479,479,1518,2165,77,International,2
10718,2,6,Laex,2016-04-12,Joliet,IL,1,Madison,WI,254,254,6575,7232,91,Domestic,5
10719,1,7,Tantax,2016-05-06,Monon,IN,3,Lansing,MI,721,541,2636,3408,82,Domestic,10
10720,1,5,Solohex,2016-03-28,Madison,WI,1,Kalamazoo,MI,679,522,2217,3032,90,Domestic,8
10721,2,4,Zapline,2016-06-25,Green Bay,WI,3,Joliet,IL,1141,420,5991,3543,60,Domestic,4
10722,2,5,Tamtexon,2016-08-22,Naperville,IL,4,Indianapolis,IN,552,552,3035,3135,88,Domestic,9
10723,2,8,D-Zohex,2016-02-03,Rockford,IL,3,Green Bay,WI,1069,561,427,859,84,Domestic,2
10724,1,5,Joyancom,2016-07-04,Appleton,WI,2,Grand Rapids,MI,762,740,7962,8395,89,Domestic,7
10725,2,6,Zunice,2016-03-24,Dayton,OH,3,Elgin,IL,778,758,3071,3781,54,Domestic,10
10726,1,6,Goodquoing,2016-02-22,Toledo,OH,6,Detriot,MI,702,702,4083,4244,77,International,3
10727,1,8,Fasetech,2016-03-15,Lansing,MI,10,Dayton,OH,968,630,5889,6087,66,International,8
10728,1,5,Flexplex,2016-08-14,Bangor,MI,8,Davenport,IA,468,294,758,1733,59,International,3
