,id,default_payment,loan_type,gender,owns_car,owns_house,children,income,amount_credit,amount_annuity,good_price,income_type,education,family_status,house_type,population,birth_in_days,days_employed,owns_mobile,working_mobile,occupation,family_members,org_type,default30,days_last_phone_change,cbr_week,cbr_month,cbr_quarter_,cba_year
2605,103042,0,Cash loans,F,Y,N,1,126000.0,457119.0,24925.5,342000.0,Working,Secondary / secondary special,Married,House / apartment,0.020246,-13028,-1785,1,1,Cooking staff,3.0,School,2.0,-1588.0,0.0,0.0,0.0,0.0
6893,108034,0,Cash loans,F,Y,N,2,76500.0,814041.0,23800.5,679500.0,Working,Secondary / secondary special,Married,House / apartment,0.0105,-12239,-226,1,1,Core staff,4.0,Kindergarten,0.0,-972.0,0.0,0.0,1.0,0.0
33112,138370,0,Cash loans,M,Y,Y,1,157500.0,187704.0,14958.0,148500.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-10368,-2954,1,1,Drivers,3.0,Self-employed,0.0,-405.0,0.0,0.0,0.0,1.0
40614,147036,0,Cash loans,F,N,N,0,94500.0,254700.0,20250.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.016612,-11245,-1286,1,1,High skill tech staff,2.0,Self-employed,0.0,-1097.0,0.0,0.0,0.0,0.0
4485,105247,1,Cash loans,F,N,N,0,90000.0,612612.0,29601.0,495000.0,Working,Secondary / secondary special,Married,Municipal apartment,0.009657,-17535,-353,1,1,Unknown,2.0,Business Entity Type 2,2.0,-645.0,0.0,0.0,2.0,1.0
47936,155517,0,Cash loans,F,Y,Y,0,202500.0,509400.0,29371.5,450000.0,Pensioner,Higher education,Married,House / apartment,0.018801,-21678,365243,1,1,Unknown,2.0,XNA,0.0,-1989.0,0.0,0.0,0.0,3.0
14629,117069,0,Cash loans,M,N,N,2,157500.0,640080.0,31261.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.018029,-12685,-1907,1,1,Laborers,4.0,Self-employed,0.0,0.0,0.0,0.0,0.0,0.0
37664,143631,0,Cash loans,M,Y,Y,1,270000.0,450000.0,30073.5,450000.0,Working,Higher education,Civil marriage,House / apartment,0.04622,-13570,-1656,1,1,Laborers,3.0,Self-employed,0.0,-1698.0,1.0,0.0,0.0,2.0
10225,111906,0,Cash loans,F,N,Y,1,225000.0,1198548.0,50782.5,1102500.0,State servant,Secondary / secondary special,Married,House / apartment,0.02461,-11314,-1027,1,1,Cooking staff,3.0,Medicine,0.0,-909.0,0.0,1.0,1.0,0.0
41620,148188,0,Cash loans,M,Y,N,1,180000.0,276277.5,21825.0,238500.0,Working,Secondary / secondary special,Married,House / apartment,0.014464,-13913,-2185,1,1,Drivers,3.0,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,0.0
43400,150240,1,Cash loans,F,N,Y,0,76500.0,339241.5,12919.5,238500.0,Working,Secondary / secondary special,Married,House / apartment,0.00712,-15893,-2200,1,1,Laborers,2.0,Self-employed,1.0,-146.0,0.0,0.0,0.0,2.0
36581,142366,0,Cash loans,F,Y,N,1,157500.0,225000.0,21253.5,225000.0,Working,Higher education,Married,House / apartment,0.014464,-13126,-199,1,1,Core staff,3.0,Bank,0.0,-553.0,0.0,0.0,0.0,0.0
3639,104246,0,Cash loans,M,N,Y,0,135000.0,450000.0,27324.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.015221,-10170,-571,1,1,Low-skill Laborers,2.0,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,2.0
32924,138159,0,Revolving loans,F,Y,N,0,143451.0,135000.0,6750.0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,0.031329,-9878,-1581,1,1,Core staff,1.0,Trade: type 2,0.0,-297.0,0.0,0.0,0.0,0.0
17221,120086,0,Cash loans,F,N,Y,0,180000.0,469152.0,25578.0,405000.0,State servant,Academic degree,Single / not married,House / apartment,0.01885,-10590,-648,1,1,Managers,1.0,Military,0.0,-183.0,0.0,0.0,0.0,1.0
37460,143394,0,Cash loans,M,Y,N,2,81000.0,269550.0,10674.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-12227,-174,1,1,High skill tech staff,4.0,Business Entity Type 3,0.0,-11.0,0.0,0.0,0.0,0.0
44408,151445,0,Cash loans,M,Y,N,0,112500.0,50940.0,5166.0,45000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.035792,-10956,-1277,1,1,Laborers,1.0,Business Entity Type 3,0.0,-1542.0,0.0,0.0,0.0,1.0
37572,143519,1,Cash loans,F,N,N,0,157500.0,592560.0,26230.5,450000.0,Working,Secondary / secondary special,Civil marriage,With parents,0.009657,-11905,-534,1,1,Core staff,2.0,Trade: type 3,0.0,-575.0,0.0,0.0,0.0,0.0
49731,157573,0,Revolving loans,F,N,Y,0,135000.0,180000.0,9000.0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.014464,-17892,-2906,1,0,Unknown,2.0,Restaurant,0.0,-429.0,0.0,0.0,0.0,0.0
24086,128013,0,Cash loans,F,Y,Y,0,112500.0,126130.5,6579.0,85500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792,-18012,-256,1,1,Sales staff,1.0,Other,0.0,-745.0,0.0,1.0,1.0,3.0
36080,141790,0,Cash loans,F,N,N,0,157500.0,697302.0,22621.5,499500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.008866,-19430,-12560,1,1,Laborers,1.0,Business Entity Type 3,0.0,-1745.0,0.0,0.0,1.0,3.0
20901,124355,0,Revolving loans,F,N,N,0,153000.0,405000.0,20250.0,405000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.008575,-22144,365243,1,1,Unknown,1.0,XNA,0.0,-1879.0,0.0,0.0,0.0,2.0
41164,147660,0,Cash loans,F,N,Y,0,135000.0,1288350.0,37800.0,1125000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.022625,-17177,-1111,1,1,Cleaning staff,2.0,Business Entity Type 3,0.0,-2260.0,0.0,0.0,1.0,0.0
37925,143924,0,Cash loans,F,N,N,0,76500.0,545040.0,16654.5,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-24022,365243,1,1,Unknown,2.0,XNA,1.0,-3.0,0.0,0.0,1.0,2.0
7111,108278,0,Cash loans,M,N,N,0,225000.0,534204.0,52168.5,495000.0,Working,Higher education,Single / not married,House / apartment,0.020713,-15194,-449,1,1,Laborers,1.0,Construction,0.0,-1157.0,0.0,0.0,0.0,3.0
13424,115650,0,Cash loans,M,Y,Y,1,112500.0,152820.0,10080.0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.00733,-10689,-575,1,1,Security staff,2.0,Transport: type 3,0.0,0.0,0.0,0.0,0.0,1.0
38429,144502,0,Cash loans,F,N,N,0,225000.0,593010.0,17469.0,495000.0,Commercial associate,Higher education,Separated,House / apartment,0.007305,-21907,-3635,1,1,Managers,1.0,Other,0.0,-2193.0,0.0,0.0,0.0,3.0
26575,130891,0,Cash loans,F,N,Y,0,90000.0,495000.0,26982.0,495000.0,Commercial associate,Higher education,Married,House / apartment,0.010966,-11517,-4584,1,1,Core staff,2.0,Business Entity Type 2,1.0,-1272.0,0.0,0.0,0.0,0.0
43810,150722,0,Cash loans,F,N,N,1,112500.0,781920.0,28215.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-14872,-7795,1,1,Core staff,3.0,School,0.0,-1960.0,0.0,0.0,0.0,1.0
34285,139726,0,Revolving loans,F,Y,Y,1,90000.0,337500.0,16875.0,337500.0,Working,Higher education,Civil marriage,House / apartment,0.020713,-11295,-473,1,1,Accountants,3.0,Business Entity Type 3,0.0,-602.0,0.0,0.0,0.0,3.0
10886,112669,0,Cash loans,F,Y,Y,0,270000.0,720000.0,23224.5,720000.0,Working,Secondary / secondary special,Separated,House / apartment,0.018029,-16958,-6690,1,1,Managers,1.0,Self-employed,0.0,-154.0,0.0,0.0,0.0,0.0
8377,109760,0,Cash loans,M,N,N,0,54000.0,225000.0,16303.5,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01452,-10669,-278,1,1,Laborers,2.0,Business Entity Type 3,0.0,-159.0,0.0,0.0,0.0,0.0
6257,107306,0,Cash loans,F,Y,N,1,225000.0,1125000.0,36693.0,1125000.0,Commercial associate,Higher education,Married,Office apartment,0.026392,-9634,-1513,1,1,Core staff,3.0,Bank,0.0,-2.0,0.0,0.0,0.0,0.0
20658,124085,0,Cash loans,M,Y,Y,0,84150.0,400500.0,19606.5,400500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-23430,365243,1,1,Unknown,2.0,XNA,0.0,-458.0,0.0,0.0,0.0,0.0
1061,101232,0,Cash loans,F,N,Y,1,189000.0,1288350.0,37800.0,1125000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006671,-13273,-6480,1,1,Waiters/barmen staff,3.0,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,0.0
987,101143,0,Cash loans,F,N,Y,1,112500.0,1006920.0,42790.5,900000.0,Working,Secondary / secondary special,Married,House / apartment,0.00733,-10265,-3404,1,1,High skill tech staff,3.0,Transport: type 3,0.0,-1066.0,0.0,0.0,0.0,0.0
42916,149687,0,Cash loans,F,N,Y,0,67500.0,167076.0,12622.5,135000.0,Working,Secondary / secondary special,Separated,House / apartment,0.016612,-19898,-5568,1,1,Laborers,1.0,Business Entity Type 3,0.0,-1720.0,0.0,0.0,0.0,2.0
13681,115946,0,Revolving loans,F,Y,Y,1,112500.0,292500.0,14625.0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,0.035792,-10279,-1278,1,1,Accountants,3.0,School,0.0,-1103.0,0.0,0.0,1.0,0.0
31259,136273,0,Revolving loans,F,N,Y,2,216000.0,180000.0,9000.0,180000.0,Working,Higher education,Married,House / apartment,0.010006,-13529,-3062,1,1,Managers,4.0,Self-employed,0.0,-1680.0,0.0,0.0,0.0,0.0
15699,118317,0,Revolving loans,M,Y,Y,0,90000.0,270000.0,13500.0,270000.0,Working,Secondary / secondary special,Widow,House / apartment,0.003813,-21853,-1991,1,1,Laborers,1.0,Self-employed,0.0,-1832.0,0.0,0.0,0.0,2.0
38118,144137,0,Cash loans,F,N,Y,0,58500.0,297000.0,14575.5,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,0.008068,-13865,-4722,1,1,Cleaning staff,1.0,Other,0.0,-1244.0,0.0,0.0,0.0,0.0
49745,157591,1,Revolving loans,F,N,Y,0,103500.0,315000.0,15750.0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.010032,-16676,-1190,1,1,Cooking staff,1.0,Business Entity Type 3,0.0,-185.0,0.0,0.0,1.0,0.0
35419,141024,0,Revolving loans,F,N,Y,0,135000.0,180000.0,9000.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0.026392,-8905,-1704,1,1,Laborers,2.0,Services,1.0,0.0,0.0,0.0,0.0,2.0
1734,102028,1,Cash loans,F,Y,Y,0,126000.0,450000.0,30204.0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,-11410,-688,1,1,Sales staff,2.0,Trade: type 7,0.0,-1264.0,0.0,0.0,1.0,1.0
23945,127851,0,Cash loans,M,Y,Y,2,120600.0,900297.0,26320.5,751500.0,State servant,Secondary / secondary special,Married,House / apartment,0.035792,-17045,-4939,1,1,Core staff,4.0,Police,0.0,-1064.0,0.0,0.0,0.0,0.0
24206,128151,0,Cash loans,F,N,N,3,45000.0,630000.0,24412.5,630000.0,Working,Secondary / secondary special,Married,House / apartment,0.009657,-10094,-2445,1,1,Accountants,5.0,Agriculture,1.0,-271.0,0.0,0.0,0.0,0.0
31472,136511,0,Revolving loans,M,N,Y,3,90000.0,270000.0,13500.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0.009175,-15563,-375,1,1,Laborers,5.0,Business Entity Type 2,0.0,-173.0,0.0,0.0,0.0,0.0
7077,108240,0,Revolving loans,F,N,Y,0,90000.0,270000.0,13500.0,270000.0,Commercial associate,Secondary / secondary special,Separated,Rented apartment,0.019101,-18854,-1656,1,1,Laborers,1.0,Hotel,0.0,-223.0,0.0,0.0,0.0,0.0
3997,104674,0,Cash loans,M,Y,Y,2,126000.0,679500.0,19998.0,679500.0,Working,Secondary / secondary special,Separated,House / apartment,0.025164,-13902,-2014,1,1,Laborers,3.0,Housing,0.0,-1700.0,1.0,1.0,0.0,2.0
5139,106008,0,Cash loans,M,Y,Y,0,202500.0,675000.0,26284.5,675000.0,Working,Incomplete higher,Single / not married,With parents,0.030755,-12560,-2355,1,1,Managers,1.0,Construction,0.0,-1758.0,0.0,0.0,0.0,1.0
31720,136791,0,Cash loans,F,N,Y,0,144000.0,379008.0,37053.0,360000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01885,-21145,365243,1,1,Unknown,1.0,XNA,0.0,0.0,0.0,0.0,1.0,1.0
46215,153542,0,Cash loans,F,N,N,1,180000.0,808650.0,31464.0,675000.0,Working,Secondary / secondary special,Married,With parents,0.010032,-9757,-358,1,1,Cooking staff,3.0,Business Entity Type 3,0.0,-1.0,0.0,0.0,1.0,3.0
38874,145028,0,Cash loans,F,N,Y,0,135000.0,558855.0,32211.0,477000.0,State servant,Higher education,Separated,House / apartment,0.006852,-19875,-1698,1,1,Core staff,1.0,School,0.0,-391.0,0.0,0.0,1.0,3.0
25830,130029,0,Cash loans,M,N,Y,0,121500.0,157500.0,15705.0,157500.0,Pensioner,Incomplete higher,Married,Co-op apartment,0.026392,-17610,365243,1,1,Unknown,2.0,XNA,0.0,0.0,0.0,0.0,0.0,0.0
22165,125809,0,Cash loans,F,N,Y,0,202500.0,254700.0,14350.5,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-23866,365243,1,1,Unknown,2.0,XNA,0.0,-677.0,0.0,0.0,0.0,3.0
47750,155305,0,Cash loans,F,N,Y,2,270000.0,675000.0,32602.5,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.018209,-14197,-1389,1,1,Sales staff,4.0,Self-employed,0.0,-613.0,0.0,0.0,0.0,1.0
11642,113564,0,Cash loans,F,Y,Y,2,225000.0,1006920.0,51543.0,900000.0,Commercial associate,Incomplete higher,Married,House / apartment,0.008068,-14180,-1481,1,1,Accountants,4.0,Military,0.0,-319.0,0.0,0.0,0.0,1.0
9082,110560,0,Cash loans,F,N,Y,0,193500.0,403330.5,31995.0,333000.0,Working,Higher education,Widow,House / apartment,0.010032,-19504,-10444,1,1,Unknown,1.0,Medicine,1.0,-100.0,1.0,0.0,0.0,1.0
8401,109788,0,Cash loans,F,Y,Y,0,157500.0,1288350.0,37800.0,1125000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.014464,-20634,365243,1,1,Unknown,2.0,XNA,0.0,-354.0,0.0,0.0,0.0,3.0
904,101042,1,Cash loans,F,N,Y,1,81000.0,521280.0,22959.0,450000.0,Working,Higher education,Married,House / apartment,0.026392,-15181,-3002,1,1,Sales staff,3.0,Business Entity Type 3,0.0,-530.0,0.0,2.0,0.0,1.0
28287,132874,0,Cash loans,M,Y,N,1,225000.0,137538.0,10008.0,121500.0,Working,Higher education,Married,House / apartment,0.008625,-12431,-282,1,1,Managers,3.0,Medicine,0.0,-788.0,0.0,0.0,0.0,0.0
42190,148839,0,Cash loans,M,Y,Y,0,89100.0,315000.0,14814.0,315000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-22665,365243,1,1,Unknown,2.0,XNA,0.0,-188.0,0.0,0.0,0.0,1.0
22518,126206,0,Cash loans,M,Y,Y,0,202500.0,808650.0,29839.5,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.011703,-16767,-1984,1,1,Drivers,2.0,Self-employed,0.0,-206.0,0.0,0.0,0.0,3.0
4550,105320,0,Cash loans,F,N,N,0,171000.0,765000.0,22365.0,765000.0,Working,Higher education,Separated,House / apartment,0.01885,-16206,-2693,1,1,Core staff,1.0,Bank,0.0,-1420.0,0.0,0.0,1.0,0.0
36645,142445,0,Cash loans,F,N,Y,0,54000.0,284400.0,16011.0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.014464,-22996,365243,1,1,Unknown,1.0,XNA,0.0,-1713.0,0.0,0.0,0.0,0.0
842,100962,0,Cash loans,F,Y,N,1,135000.0,787131.0,26145.0,679500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0.025164,-10534,-2287,1,1,High skill tech staff,3.0,Business Entity Type 3,0.0,-1790.0,0.0,0.0,0.0,0.0
2071,102427,0,Cash loans,M,Y,N,1,180000.0,473661.0,23166.0,333000.0,Working,Secondary / secondary special,Married,House / apartment,0.011657,-11459,-1536,1,1,Laborers,3.0,Business Entity Type 3,0.0,-605.0,0.0,0.0,0.0,1.0
22381,126050,1,Cash loans,F,N,N,0,67500.0,135000.0,9261.0,135000.0,Working,Higher education,Married,Municipal apartment,0.0105,-18013,-11106,1,1,Laborers,2.0,Industry: type 2,0.0,-1283.0,0.0,0.0,0.0,0.0
12173,114194,0,Cash loans,F,N,Y,0,180000.0,263686.5,25816.5,238500.0,Pensioner,Higher education,Married,House / apartment,0.003813,-22324,365243,1,1,Unknown,2.0,XNA,0.0,-171.0,0.0,0.0,1.0,2.0
13302,115514,1,Revolving loans,F,N,Y,1,45000.0,135000.0,6750.0,135000.0,Working,Higher education,Married,House / apartment,0.00712,-15667,-258,1,1,Unknown,3.0,Insurance,0.0,-332.0,0.0,1.0,0.0,2.0
42444,149128,0,Cash loans,F,Y,N,0,136620.0,582228.0,16011.0,486000.0,Commercial associate,Higher education,Married,House / apartment,0.072508,-19801,-3044,1,1,Managers,2.0,Postal,0.0,-1.0,0.0,0.0,0.0,0.0
48278,155909,1,Revolving loans,F,N,N,1,112500.0,180000.0,9000.0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007305,-8385,-630,1,1,Sales staff,3.0,Self-employed,1.0,-405.0,0.0,0.0,1.0,0.0
47925,155506,0,Cash loans,F,Y,Y,2,247500.0,303489.0,19890.0,274500.0,Working,Higher education,Married,House / apartment,0.030755,-14048,-5050,1,1,Unknown,4.0,Transport: type 4,0.0,-1008.0,0.0,0.0,0.0,4.0
41274,147789,0,Cash loans,F,N,N,0,112500.0,675000.0,31410.0,675000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006671,-9757,-2925,1,1,Laborers,2.0,Postal,0.0,-1592.0,0.0,1.0,0.0,3.0
4135,104835,0,Cash loans,M,N,N,0,112500.0,284400.0,18175.5,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.01452,-15700,-3096,1,1,Laborers,1.0,Business Entity Type 3,0.0,-2962.0,0.0,0.0,0.0,0.0
22796,126527,0,Cash loans,F,N,Y,0,99000.0,143910.0,15268.5,135000.0,State servant,Secondary / secondary special,Married,House / apartment,0.028663,-13016,-2166,1,1,Cooking staff,2.0,School,0.0,0.0,0.0,0.0,0.0,0.0
27956,132503,0,Cash loans,M,Y,Y,0,225000.0,545040.0,43191.0,450000.0,Working,Higher education,Married,House / apartment,0.003122,-12656,-4465,1,1,Laborers,2.0,Construction,0.0,-653.0,0.0,0.0,0.0,1.0
671,100776,0,Cash loans,F,N,Y,0,225000.0,1096020.0,52857.0,900000.0,Commercial associate,Higher education,Married,House / apartment,0.006008,-12405,-749,1,1,Accountants,2.0,Self-employed,0.0,-1573.0,0.0,0.0,1.0,1.0
30847,135807,0,Cash loans,F,N,N,0,117000.0,724981.5,27742.5,648000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.025164,-11243,-1532,1,1,Laborers,1.0,Business Entity Type 3,3.0,-2600.0,0.0,0.0,0.0,0.0
49381,157169,0,Cash loans,F,N,Y,1,112500.0,370629.0,14103.0,306000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008019,-18231,-591,1,1,Unknown,3.0,Self-employed,0.0,-1209.0,0.0,0.0,1.0,2.0
13762,116040,0,Cash loans,F,Y,Y,2,157500.0,278460.0,21676.5,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-14496,-2999,1,1,Accountants,4.0,Business Entity Type 3,2.0,0.0,0.0,1.0,0.0,4.0
14035,116360,0,Cash loans,F,N,Y,0,180000.0,312768.0,13905.0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-15667,-9100,1,1,Laborers,2.0,Business Entity Type 3,0.0,-2058.0,0.0,0.0,0.0,3.0
7513,108759,0,Cash loans,M,N,Y,0,135000.0,514777.5,52879.5,477000.0,Working,Secondary / secondary special,Separated,House / apartment,0.032561,-17274,-612,1,1,Drivers,1.0,Business Entity Type 1,0.0,-973.0,0.0,0.0,0.0,3.0
14464,116876,0,Cash loans,M,Y,N,0,157500.0,862560.0,22882.5,720000.0,Commercial associate,Higher education,Married,House / apartment,0.022625,-21477,-4275,1,1,Managers,2.0,Other,0.0,-2.0,0.0,0.0,0.0,1.0
47171,154628,0,Cash loans,F,N,Y,0,216000.0,675000.0,18940.5,675000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-22200,-7278,1,1,Unknown,1.0,Medicine,1.0,-2545.0,0.0,0.0,0.0,0.0
13601,115850,0,Revolving loans,F,N,Y,0,135000.0,180000.0,9000.0,180000.0,Working,Higher education,Civil marriage,House / apartment,0.006852,-11347,-241,1,1,Laborers,2.0,Transport: type 4,0.0,-567.0,0.0,0.0,0.0,0.0
5847,106843,0,Revolving loans,F,N,Y,0,157500.0,225000.0,11250.0,225000.0,Commercial associate,Higher education,Married,House / apartment,0.011703,-9419,-412,1,1,IT staff,2.0,Business Entity Type 3,0.0,-501.0,0.0,0.0,0.0,0.0
9628,111201,0,Cash loans,F,N,Y,0,157500.0,545040.0,20677.5,450000.0,Pensioner,Lower secondary,Widow,House / apartment,0.009657,-23428,365243,1,1,Unknown,1.0,XNA,0.0,-1147.0,0.0,0.0,0.0,0.0
26001,130234,1,Cash loans,F,N,Y,0,112500.0,948582.0,33736.5,679500.0,Working,Secondary / secondary special,Married,House / apartment,0.018029,-15747,-1119,1,1,Laborers,2.0,Construction,0.0,-926.0,0.0,0.0,0.0,4.0
24286,128251,0,Cash loans,M,N,Y,0,135000.0,900000.0,46084.5,900000.0,Working,Secondary / secondary special,Married,House / apartment,0.030755,-18819,-443,1,1,Drivers,2.0,Self-employed,0.0,-414.0,0.0,0.0,0.0,0.0
17922,120893,0,Cash loans,F,N,Y,0,112500.0,814041.0,23931.0,679500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.016612,-20603,365243,1,1,Unknown,2.0,XNA,0.0,-1939.0,0.0,0.0,0.0,0.0
35091,140650,0,Cash loans,M,N,N,0,144000.0,261000.0,9351.0,261000.0,Working,Secondary / secondary special,Married,House / apartment,0.01452,-22952,-1430,1,1,Laborers,2.0,School,0.0,-2.0,0.0,0.0,0.0,0.0
18353,121408,0,Cash loans,F,N,Y,0,67500.0,735003.0,26527.5,634500.0,Working,Secondary / secondary special,Married,House / apartment,0.010556,-13275,-2645,1,1,Sales staff,2.0,Self-employed,0.0,-2138.0,0.0,0.0,0.0,5.0
40274,146656,0,Cash loans,M,N,N,0,90000.0,162000.0,6237.0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-22245,365243,1,1,Unknown,2.0,XNA,0.0,0.0,0.0,0.0,0.0,1.0
36588,142373,0,Cash loans,F,N,Y,1,76500.0,361462.5,19737.0,274500.0,Working,Secondary / secondary special,Married,House / apartment,0.0105,-8320,-818,1,1,Laborers,3.0,Business Entity Type 3,0.0,-419.0,0.0,0.0,0.0,0.0
37764,143745,1,Cash loans,F,N,N,0,54000.0,568800.0,17437.5,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.019689,-23258,365243,1,1,Unknown,2.0,XNA,0.0,-1632.0,0.0,0.0,0.0,1.0
8197,109559,0,Cash loans,F,N,N,0,144000.0,454500.0,19255.5,454500.0,Pensioner,Higher education,Separated,House / apartment,0.020246,-21698,365243,1,1,Unknown,1.0,XNA,0.0,-1624.0,0.0,0.0,1.0,2.0
27356,131793,0,Cash loans,M,N,Y,1,171000.0,1032093.0,43857.0,922500.0,Commercial associate,Higher education,Married,House / apartment,0.006296,-20568,-4642,1,1,Unknown,3.0,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,6.0
14770,117240,0,Cash loans,F,N,Y,0,112500.0,225000.0,18040.5,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-19840,365243,1,1,Unknown,2.0,XNA,0.0,-362.0,0.0,0.0,0.0,0.0
39130,145316,0,Cash loans,M,Y,N,0,144000.0,226152.0,11677.5,162000.0,Working,Secondary / secondary special,Married,House / apartment,0.00733,-15464,-267,1,1,Sales staff,2.0,Business Entity Type 3,0.0,-725.0,0.0,0.0,0.0,1.0
19085,122263,0,Cash loans,F,N,N,1,117000.0,427450.5,15840.0,369000.0,Commercial associate,Higher education,Single / not married,Municipal apartment,0.01885,-14253,-424,1,1,High skill tech staff,2.0,Industry: type 5,0.0,-3029.0,0.0,1.0,1.0,0.0
30697,135628,0,Cash loans,F,N,Y,0,157500.0,254700.0,14350.5,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.003818,-22668,365243,1,1,Unknown,1.0,XNA,0.0,-1277.0,0.0,0.0,0.0,5.0
29109,133814,0,Revolving loans,F,N,Y,1,112500.0,202500.0,10125.0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-16742,-334,1,1,Core staff,3.0,Other,0.0,-434.0,0.0,0.0,0.0,0.0
16799,119587,0,Cash loans,M,Y,Y,0,247500.0,712858.5,33030.0,576000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.025164,-12349,-225,1,1,Unknown,1.0,Business Entity Type 3,0.0,-80.0,0.0,0.0,0.0,0.0
33648,138981,0,Cash loans,F,N,Y,0,225000.0,398016.0,36828.0,360000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.072508,-11118,-226,1,1,Secretaries,1.0,Business Entity Type 2,0.0,-1118.0,0.0,1.0,0.0,3.0
7241,108429,0,Cash loans,F,N,Y,0,63000.0,225000.0,23184.0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.031329,-22430,365243,1,1,Unknown,1.0,XNA,0.0,0.0,0.0,0.0,0.0,4.0
26615,130937,0,Cash loans,F,N,Y,0,112500.0,536917.5,30109.5,463500.0,Working,Incomplete higher,Single / not married,Rented apartment,0.030755,-10256,-925,1,1,Medicine staff,1.0,Medicine,0.0,-769.0,0.0,0.0,0.0,0.0
33823,139187,0,Cash loans,F,N,Y,0,112500.0,67500.0,7614.0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,0.028663,-11945,-2308,1,1,Unknown,2.0,Business Entity Type 3,0.0,-500.0,0.0,0.0,0.0,2.0
17784,120736,0,Cash loans,F,N,N,0,135000.0,140746.5,16047.0,121500.0,Working,Secondary / secondary special,Married,With parents,0.035792,-14045,-2179,1,1,Laborers,2.0,Other,0.0,-1307.0,0.0,0.0,0.0,0.0
13568,115811,0,Cash loans,F,Y,Y,1,81000.0,269550.0,13909.5,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-13478,-2488,1,1,Sales staff,3.0,Business Entity Type 3,0.0,-495.0,0.0,0.0,0.0,0.0
47693,155241,1,Cash loans,F,Y,Y,1,112500.0,450000.0,21109.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.018209,-16964,-3474,1,1,Accountants,3.0,Self-employed,0.0,-246.0,0.0,0.0,0.0,1.0
24914,128975,0,Cash loans,M,Y,Y,0,135000.0,945000.0,42286.5,945000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-22429,365243,1,1,Unknown,2.0,XNA,0.0,-1945.0,0.0,1.0,0.0,5.0
