,id,default_payment,loan_type,gender,owns_car,owns_house,children,income,amount_credit,amount_annuity,good_price,income_type,education,family_status,house_type,population,birth_in_days,days_employed,owns_mobile,working_mobile,occupation,family_members,org_type,default30,days_last_phone_change,cbr_week,cbr_month,cbr_quarter_,cba_year
35669,141302,0,Revolving loans,M,N,Y,0,90000.0,247500.0,12375.0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00712,-18981,-3412,1,1,Security staff,2.0,Security,0.0,-2223.0,0.0,0.0,0.0,0.0
8273,109645,0,Cash loans,F,N,Y,0,225000.0,1288350.0,37800.0,1125000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.003818,-23681,-629,1,1,Medicine staff,1.0,Medicine,0.0,-1562.0,0.0,0.0,0.0,2.0
8078,109419,0,Revolving loans,M,Y,N,0,193500.0,900000.0,45000.0,900000.0,Working,Higher education,Single / not married,With parents,0.009175,-11142,-807,1,1,High skill tech staff,1.0,Business Entity Type 1,1.0,-156.0,0.0,0.0,0.0,0.0
998,101155,0,Cash loans,M,N,Y,0,315000.0,1288350.0,37800.0,1125000.0,Commercial associate,Higher education,Married,House / apartment,0.02461,-16204,-1461,1,1,Managers,2.0,Medicine,0.0,-631.0,0.0,1.0,1.0,1.0
34053,139457,0,Cash loans,F,N,Y,0,90000.0,279000.0,11817.0,279000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-23563,365243,1,1,Unknown,2.0,XNA,0.0,-1233.0,0.0,0.0,0.0,3.0
8013,109343,0,Cash loans,M,N,Y,0,202500.0,834048.0,27693.0,720000.0,Working,Higher education,Married,House / apartment,0.025164,-20788,-2086,1,1,Managers,2.0,Business Entity Type 3,0.0,-728.0,0.0,0.0,0.0,0.0
46367,153708,0,Cash loans,F,N,N,0,225000.0,521280.0,44725.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.020713,-15509,-6802,1,1,Unknown,2.0,Transport: type 4,0.0,-1890.0,0.0,0.0,0.0,3.0
28851,133525,0,Cash loans,M,Y,Y,0,157500.0,269550.0,14751.0,225000.0,Pensioner,Higher education,Married,House / apartment,0.007305,-22533,365243,1,1,Unknown,2.0,XNA,0.0,0.0,0.0,0.0,0.0,0.0
21225,124736,0,Cash loans,F,N,Y,0,202500.0,495000.0,17910.0,495000.0,Working,Secondary / secondary special,Married,Municipal apartment,0.010006,-17549,-10045,1,1,Unknown,2.0,Business Entity Type 2,0.0,-1008.0,0.0,0.0,0.0,1.0
17049,119888,1,Cash loans,M,Y,Y,1,135000.0,463500.0,20547.0,463500.0,Working,Secondary / secondary special,Married,House / apartment,0.015221,-12019,-3296,1,1,Unknown,3.0,Military,0.0,-1691.0,0.0,0.0,0.0,2.0
11724,113666,0,Cash loans,M,Y,Y,0,360000.0,886176.0,49612.5,765000.0,Working,Secondary / secondary special,Married,House / apartment,0.008019,-16930,-2233,1,1,Managers,2.0,Business Entity Type 3,0.0,-1463.0,0.0,0.0,1.0,1.0
10565,112305,0,Cash loans,F,N,Y,3,90000.0,123993.0,11502.0,103500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.035792,-13224,-1866,1,1,Laborers,4.0,Industry: type 3,1.0,-510.0,0.0,0.0,0.0,1.0
25747,129934,0,Cash loans,F,N,Y,0,81000.0,265500.0,12505.5,265500.0,Pensioner,Lower secondary,Widow,House / apartment,0.0228,-21244,365243,1,1,Unknown,1.0,XNA,0.0,-364.0,0.0,0.0,0.0,2.0
3453,104030,0,Cash loans,F,N,N,1,270000.0,1800000.0,56520.0,1800000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.008866,-12993,-3257,1,1,Core staff,3.0,Self-employed,0.0,-475.0,0.0,0.0,0.0,1.0
25766,129955,0,Cash loans,M,N,Y,0,90000.0,268659.0,21357.0,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.006852,-22403,365243,1,1,Unknown,2.0,XNA,1.0,-370.0,0.0,0.0,0.0,1.0
12684,114786,1,Cash loans,F,N,N,0,112500.0,900000.0,48955.5,900000.0,State servant,Incomplete higher,Married,House / apartment,0.022625,-19924,-5194,1,1,Sales staff,2.0,Self-employed,0.0,-1555.0,0.0,0.0,0.0,1.0
47454,154952,0,Revolving loans,F,N,Y,0,112500.0,270000.0,13500.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13407,-840,1,1,Laborers,2.0,Government,0.0,-506.0,0.0,0.0,0.0,1.0
37354,143272,0,Cash loans,F,N,N,0,90000.0,298512.0,16798.5,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019689,-23240,365243,1,1,Unknown,1.0,XNA,0.0,-525.0,0.0,0.0,1.0,2.0
18831,121959,0,Cash loans,M,Y,Y,0,90000.0,545040.0,25537.5,450000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.014464,-14485,-518,1,1,Unknown,2.0,Business Entity Type 3,0.0,-954.0,0.0,0.0,0.0,3.0
15294,117858,0,Cash loans,M,Y,N,0,225000.0,490495.5,45990.0,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.009175,-12623,-586,1,1,Unknown,2.0,Business Entity Type 3,0.0,-1.0,0.0,0.0,0.0,0.0
10803,112576,0,Cash loans,M,N,N,0,130500.0,247500.0,18112.5,247500.0,Working,Higher education,Civil marriage,Office apartment,0.015221,-11362,-611,1,1,Laborers,2.0,Military,0.0,-65.0,0.0,0.0,1.0,0.0
3242,103785,0,Cash loans,F,N,N,0,112500.0,704844.0,34038.0,630000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019101,-22965,365243,1,1,Unknown,1.0,XNA,0.0,0.0,0.0,2.0,0.0,0.0
8165,109520,0,Revolving loans,F,N,Y,1,103500.0,292500.0,14625.0,292500.0,State servant,Higher education,Married,House / apartment,0.04622,-10328,-1931,1,1,Core staff,3.0,School,0.0,-533.0,0.0,0.0,0.0,0.0
664,100767,0,Cash loans,M,N,Y,0,157500.0,808650.0,31464.0,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-13962,-1574,1,1,Laborers,2.0,Other,0.0,-649.0,0.0,0.0,0.0,0.0
19181,122379,0,Cash loans,F,N,Y,0,112500.0,566055.0,15565.5,472500.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-11036,-630,1,1,High skill tech staff,2.0,Government,1.0,-733.0,0.0,0.0,0.0,2.0
5917,106928,0,Cash loans,F,N,Y,1,225000.0,225000.0,14778.0,225000.0,Working,Higher education,Married,House / apartment,0.028663,-11477,-2354,1,1,Core staff,3.0,Business Entity Type 3,0.0,-516.0,0.0,0.0,0.0,0.0
44507,151565,0,Cash loans,F,N,Y,0,157500.0,1350000.0,44617.5,1350000.0,Commercial associate,Higher education,Separated,House / apartment,0.009175,-17234,-852,1,1,Managers,1.0,Business Entity Type 3,0.0,-781.0,0.0,0.0,0.0,0.0
49206,156967,1,Cash loans,F,N,Y,1,112500.0,1312110.0,52168.5,1125000.0,Working,Secondary / secondary special,Married,House / apartment,0.018029,-15107,-6442,1,1,Sales staff,3.0,Self-employed,0.0,-2443.0,0.0,0.0,0.0,2.0
22296,125952,0,Cash loans,F,N,N,0,112500.0,1184755.5,63121.5,1066500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.018029,-19485,365243,1,1,Unknown,2.0,XNA,0.0,-461.0,0.0,0.0,1.0,2.0
21484,125026,0,Cash loans,F,N,Y,0,202500.0,981000.0,28683.0,981000.0,Working,Secondary / secondary special,Separated,House / apartment,0.028663,-18950,-11487,1,1,Medicine staff,1.0,Medicine,0.0,-2236.0,0.0,1.0,0.0,1.0
596,100683,0,Revolving loans,M,Y,Y,0,157500.0,270000.0,13500.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0.030755,-17327,-2135,1,1,Drivers,2.0,Self-employed,0.0,-440.0,0.0,0.0,0.0,2.0
34172,139602,0,Cash loans,F,N,N,0,225000.0,1223010.0,47983.5,1125000.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-18966,-394,1,1,Sales staff,2.0,Self-employed,0.0,-3.0,0.0,0.0,0.0,0.0
47729,155282,0,Cash loans,M,N,Y,3,225000.0,521280.0,26743.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-15374,-242,1,1,Private service staff,5.0,Government,0.0,0.0,0.0,0.0,1.0,0.0
11645,113568,0,Cash loans,M,Y,Y,0,180000.0,733176.0,28539.0,612000.0,Pensioner,Higher education,Married,House / apartment,0.018634,-22846,365243,1,1,Unknown,2.0,XNA,0.0,0.0,0.0,0.0,1.0,1.0
14916,117412,0,Revolving loans,F,N,Y,0,144000.0,427500.0,21375.0,427500.0,Commercial associate,Incomplete higher,Widow,House / apartment,0.031329,-23667,-1222,1,1,Secretaries,1.0,Medicine,1.0,-1258.0,0.0,0.0,0.0,6.0
28171,132742,0,Cash loans,F,N,N,0,135000.0,247500.0,6934.5,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.005084,-14752,-4342,1,1,Laborers,2.0,Self-employed,0.0,-5.0,0.0,0.0,0.0,0.0
19846,123148,0,Cash loans,M,Y,Y,0,135000.0,450000.0,21109.5,450000.0,Commercial associate,Higher education,Married,House / apartment,0.015221,-9209,-352,1,1,Drivers,2.0,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,8.0
40179,146543,0,Revolving loans,F,N,Y,1,67500.0,180000.0,9000.0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.006671,-8466,-1056,1,1,Sales staff,2.0,Business Entity Type 3,0.0,-452.0,0.0,0.0,0.0,2.0
22504,126188,0,Cash loans,M,Y,N,1,180000.0,454500.0,27805.5,454500.0,Commercial associate,Higher education,Married,House / apartment,0.025164,-14058,-5829,1,1,Unknown,3.0,Trade: type 7,0.0,-623.0,0.0,0.0,0.0,0.0
31842,136933,0,Cash loans,F,N,Y,0,135000.0,314100.0,13963.5,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,-19855,-9066,1,1,Medicine staff,1.0,Business Entity Type 2,0.0,-220.0,0.0,0.0,0.0,2.0
17484,120386,0,Cash loans,M,N,Y,1,90000.0,142632.0,15358.5,126000.0,Working,Secondary / secondary special,Married,House / apartment,0.00963,-10622,-1012,1,1,Laborers,3.0,Business Entity Type 3,0.0,-399.0,1.0,0.0,2.0,4.0
14470,116884,0,Cash loans,F,N,N,0,112500.0,431280.0,22018.5,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-22229,365243,1,1,Unknown,2.0,XNA,0.0,-1604.0,0.0,0.0,1.0,2.0
24948,129016,0,Cash loans,M,N,Y,3,225000.0,1739470.5,52870.5,1588500.0,Working,Secondary / secondary special,Married,Municipal apartment,0.04622,-21300,-6055,1,1,Laborers,5.0,Housing,0.0,-1829.0,0.0,0.0,0.0,2.0
12430,114488,0,Cash loans,M,Y,Y,0,225000.0,454500.0,25506.0,454500.0,Commercial associate,Higher education,Married,House / apartment,0.018209,-18487,-3205,1,1,Managers,2.0,Trade: type 1,0.0,-1337.0,1.0,0.0,2.0,2.0
32487,137654,0,Revolving loans,M,N,Y,1,225000.0,247500.0,12375.0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,0.04622,-11536,-1586,1,1,Laborers,3.0,Government,0.0,-2320.0,0.0,0.0,0.0,0.0
640,100731,0,Revolving loans,F,Y,Y,1,112500.0,270000.0,13500.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13830,-1123,1,1,Unknown,3.0,Business Entity Type 2,1.0,-886.0,0.0,0.0,0.0,2.0
39009,145180,0,Cash loans,F,Y,Y,0,157500.0,994500.0,40504.5,994500.0,Working,Higher education,Married,House / apartment,0.010966,-11676,-3648,1,1,Core staff,2.0,Trade: type 2,0.0,-1329.0,0.0,0.0,0.0,3.0
7159,108331,0,Cash loans,M,Y,N,3,121500.0,592407.0,16290.0,494496.0,Working,Secondary / secondary special,Married,House / apartment,0.02461,-13227,-1607,1,1,Laborers,5.0,Business Entity Type 3,0.0,-343.0,0.0,0.0,0.0,0.0
42068,148704,0,Cash loans,F,N,Y,0,135000.0,814041.0,23800.5,679500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008068,-17957,-1373,1,1,Sales staff,2.0,Self-employed,0.0,-2381.0,0.0,1.0,0.0,0.0
46115,153424,0,Cash loans,F,N,N,0,103500.0,454500.0,21190.5,454500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-21948,365243,1,1,Unknown,2.0,XNA,0.0,-645.0,0.0,0.0,0.0,0.0
8252,109619,1,Cash loans,F,N,N,0,270000.0,521280.0,35392.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.015221,-13101,-2204,1,1,Accountants,2.0,Self-employed,0.0,-632.0,0.0,1.0,0.0,0.0
43932,150875,0,Revolving loans,F,Y,Y,0,240750.0,450000.0,22500.0,450000.0,Commercial associate,Higher education,Married,House / apartment,0.031329,-9673,-1104,1,1,Sales staff,2.0,Business Entity Type 3,0.0,-271.0,0.0,0.0,1.0,2.0
29032,133732,0,Revolving loans,M,Y,N,0,225000.0,675000.0,33750.0,675000.0,Pensioner,Higher education,Married,House / apartment,0.072508,-21996,365243,1,1,Unknown,2.0,XNA,0.0,-1230.0,0.0,0.0,0.0,2.0
32433,137596,0,Revolving loans,M,Y,Y,1,90000.0,135000.0,6750.0,135000.0,Working,Incomplete higher,Married,House / apartment,0.022625,-11268,-228,1,1,Laborers,3.0,Business Entity Type 3,0.0,-84.0,0.0,0.0,0.0,0.0
7332,108542,0,Cash loans,F,N,Y,0,180000.0,557770.5,30388.5,481500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-20635,365243,1,1,Unknown,2.0,XNA,0.0,-368.0,0.0,1.0,0.0,2.0
16186,118873,0,Cash loans,F,Y,Y,0,166500.0,840951.0,33349.5,679500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.006671,-23132,365243,1,1,Unknown,2.0,XNA,0.0,-1205.0,0.0,0.0,0.0,0.0
36713,142523,0,Cash loans,M,N,Y,1,135000.0,450000.0,30442.5,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.006305,-15957,-467,1,1,Security staff,2.0,Government,0.0,-32.0,0.0,0.0,0.0,0.0
12021,114019,0,Cash loans,F,N,Y,0,157500.0,403083.0,28795.5,373500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018029,-24176,365243,1,1,Unknown,1.0,XNA,0.0,0.0,0.0,0.0,0.0,0.0
34401,139863,1,Cash loans,M,N,Y,1,157500.0,675000.0,34596.0,675000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-19290,-3100,1,1,Laborers,2.0,Business Entity Type 3,0.0,-1946.0,0.0,0.0,0.0,2.0
14123,116464,1,Cash loans,F,Y,Y,0,130500.0,314055.0,16164.0,238500.0,State servant,Secondary / secondary special,Married,House / apartment,0.018634,-18875,-605,1,1,Accountants,2.0,Other,0.0,-963.0,0.0,0.0,0.0,0.0
27785,132304,0,Cash loans,M,N,N,2,180000.0,225000.0,15034.5,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0.006671,-11728,-2383,1,1,Laborers,4.0,Military,0.0,-1164.0,0.0,0.0,0.0,0.0
20996,124468,0,Cash loans,F,Y,Y,2,225000.0,248760.0,29650.5,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-10731,-1557,1,1,Unknown,4.0,Business Entity Type 3,0.0,-947.0,0.0,0.0,0.0,0.0
9111,110592,0,Cash loans,F,Y,N,1,112500.0,640080.0,29839.5,450000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0.007305,-11208,-2905,1,1,Core staff,2.0,Government,0.0,-2516.0,0.0,0.0,0.0,0.0
22297,125953,0,Cash loans,F,N,Y,0,157500.0,305955.0,31477.5,283500.0,Pensioner,Higher education,Married,House / apartment,0.035792,-20665,365243,1,1,Unknown,2.0,XNA,0.0,-469.0,0.0,1.0,0.0,2.0
14276,116652,0,Cash loans,M,Y,N,0,225000.0,723996.0,37093.5,585000.0,Working,Secondary / secondary special,Married,House / apartment,0.008575,-10798,-837,1,1,Drivers,2.0,Industry: type 4,0.0,-2625.0,0.0,0.0,0.0,1.0
4397,105140,1,Cash loans,M,N,Y,1,202500.0,550980.0,43528.5,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.016612,-12214,365243,1,1,Unknown,3.0,XNA,1.0,-1921.0,0.0,1.0,0.0,2.0
6858,107995,0,Cash loans,F,Y,N,0,90000.0,134775.0,9508.5,112500.0,Working,Secondary / secondary special,Married,House / apartment,0.008625,-18557,-278,1,1,Cooking staff,2.0,Construction,0.0,0.0,0.0,1.0,0.0,0.0
16664,119437,1,Cash loans,F,N,N,0,180000.0,451102.5,23161.5,337500.0,Working,Secondary / secondary special,Married,House / apartment,0.008474,-16005,-2931,1,1,Laborers,2.0,Industry: type 3,0.0,0.0,0.0,0.0,0.0,2.0
91,100108,0,Cash loans,F,N,Y,3,171000.0,545040.0,31288.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.006629,-12780,-1415,1,1,Sales staff,5.0,Business Entity Type 3,0.0,-546.0,0.0,0.0,0.0,0.0
25356,129491,0,Cash loans,M,Y,Y,0,202500.0,1288350.0,37800.0,1125000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.022625,-19476,-1115,1,1,Security staff,2.0,Security,1.0,-867.0,0.0,0.0,0.0,0.0
27384,131827,0,Cash loans,F,N,Y,0,130500.0,450000.0,22018.5,450000.0,Working,Secondary / secondary special,Widow,House / apartment,0.025164,-18839,-5841,1,1,Laborers,1.0,Business Entity Type 3,0.0,-1084.0,0.0,0.0,0.0,0.0
1888,102213,0,Cash loans,F,N,Y,1,56700.0,50940.0,5535.0,45000.0,Working,Higher education,Married,House / apartment,0.025164,-12890,-1523,1,1,Core staff,3.0,Kindergarten,0.0,-1194.0,0.0,0.0,0.0,1.0
49646,157472,0,Cash loans,F,N,Y,0,49500.0,119925.0,11812.5,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-22886,365243,1,1,Unknown,2.0,XNA,0.0,-981.0,0.0,0.0,0.0,2.0
25321,129452,0,Revolving loans,F,N,Y,1,216000.0,225000.0,11250.0,225000.0,Working,Higher education,Civil marriage,House / apartment,0.072508,-8690,-257,1,1,Unknown,3.0,Business Entity Type 3,0.0,-1367.0,0.0,0.0,1.0,0.0
26440,130741,0,Cash loans,F,Y,Y,0,112500.0,536917.5,28737.0,463500.0,Working,Secondary / secondary special,Married,House / apartment,0.022625,-14152,-3156,1,1,Laborers,2.0,Business Entity Type 3,0.0,-1662.0,0.0,0.0,0.0,1.0
35012,140568,1,Cash loans,F,N,N,0,135000.0,633681.0,30820.5,445500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019101,-13772,-1866,1,1,Sales staff,2.0,Trade: type 7,0.0,-954.0,0.0,0.0,2.0,4.0
29996,134822,0,Cash loans,F,N,Y,1,225000.0,1288350.0,37800.0,1125000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.006629,-16092,-1188,1,1,Managers,2.0,Industry: type 3,0.0,-2225.0,0.0,0.0,0.0,1.0
43717,150610,0,Revolving loans,M,N,N,2,180000.0,360000.0,18000.0,360000.0,Working,Higher education,Married,House / apartment,0.009175,-12499,-3189,1,1,Unknown,4.0,Other,0.0,-2778.0,0.0,0.0,0.0,1.0
8331,109710,0,Revolving loans,F,N,Y,0,135000.0,225000.0,11250.0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0.019689,-19234,-5433,1,1,Managers,2.0,Self-employed,0.0,-166.0,0.0,1.0,0.0,0.0
33103,138360,0,Revolving loans,M,N,N,0,225000.0,450000.0,22500.0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-7899,-459,1,1,Security staff,2.0,Business Entity Type 3,0.0,-173.0,0.0,0.0,0.0,0.0
18012,121005,0,Cash loans,F,N,Y,0,67500.0,384048.0,18031.5,270000.0,Working,Secondary / secondary special,Married,Rented apartment,0.019101,-13957,-1012,1,1,Cleaning staff,2.0,Trade: type 7,0.0,-402.0,0.0,0.0,0.0,0.0
11620,113538,0,Cash loans,M,Y,N,1,135000.0,283500.0,18585.0,283500.0,Working,Secondary / secondary special,Married,House / apartment,0.01452,-14814,-3227,1,1,Drivers,3.0,Self-employed,0.0,-2359.0,0.0,0.0,2.0,3.0
10038,111680,0,Cash loans,F,N,Y,0,225000.0,592560.0,25236.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.04622,-20563,-1570,1,1,Unknown,2.0,Other,0.0,-183.0,0.0,0.0,0.0,2.0
45727,152973,0,Revolving loans,M,N,N,0,157500.0,270000.0,13500.0,270000.0,Commercial associate,Higher education,Single / not married,With parents,0.035792,-11693,-349,1,1,Drivers,1.0,Transport: type 3,0.0,-256.0,0.0,0.0,0.0,4.0
23454,127288,1,Cash loans,F,Y,Y,2,157500.0,545040.0,25537.5,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008068,-12136,-462,1,1,Sales staff,4.0,Self-employed,0.0,-2054.0,0.0,0.0,2.0,0.0
43222,150030,0,Cash loans,M,Y,Y,0,157500.0,343800.0,13090.5,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.022625,-22779,365243,1,1,Unknown,1.0,XNA,0.0,-1510.0,0.0,0.0,0.0,3.0
21188,124691,0,Cash loans,F,N,Y,0,90000.0,254700.0,17149.5,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0.006008,-8787,-325,1,1,Unknown,2.0,Business Entity Type 3,1.0,-312.0,0.0,0.0,0.0,2.0
8148,109502,0,Revolving loans,M,N,Y,1,157500.0,315000.0,15750.0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-11204,-966,1,1,Core staff,3.0,Business Entity Type 3,0.0,-2743.0,0.0,0.0,0.0,3.0
36455,142221,0,Cash loans,F,Y,N,0,180000.0,1125000.0,47664.0,1125000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006671,-19348,-5807,1,1,Accountants,2.0,Business Entity Type 3,0.0,-1660.0,0.0,0.0,0.0,1.0
26548,130860,0,Cash loans,F,Y,Y,1,112500.0,594121.5,25299.0,472500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.020713,-12777,-317,1,1,Core staff,3.0,Business Entity Type 3,0.0,-2385.0,0.0,0.0,1.0,3.0
32097,137218,0,Cash loans,M,Y,Y,1,450000.0,497520.0,39438.0,450000.0,State servant,Higher education,Married,House / apartment,0.020246,-10979,-2282,1,1,Unknown,3.0,Military,0.0,-1618.0,0.0,8.0,0.0,1.0
15292,117856,0,Cash loans,M,Y,Y,0,450000.0,715095.0,53595.0,675000.0,Commercial associate,Higher education,Married,House / apartment,0.009175,-16974,-2949,1,1,Managers,2.0,Business Entity Type 3,0.0,-1810.0,0.0,0.0,0.0,4.0
17970,120958,0,Cash loans,F,N,Y,0,67500.0,147159.0,10836.0,121500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019101,-20480,365243,1,1,Unknown,1.0,XNA,0.0,-185.0,1.0,0.0,0.0,2.0
47645,155188,0,Cash loans,F,N,N,0,202500.0,599472.0,47493.0,517500.0,Working,Higher education,Single / not married,House / apartment,0.014464,-12929,-1246,1,1,Unknown,1.0,Business Entity Type 1,0.0,0.0,0.0,0.0,0.0,2.0
31068,136062,0,Cash loans,F,N,Y,0,72000.0,157500.0,11331.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.01452,-21875,365243,1,1,Unknown,2.0,XNA,0.0,-188.0,0.0,0.0,0.0,1.0
33036,138286,0,Cash loans,M,Y,Y,0,90000.0,857169.0,25191.0,715500.0,Working,Secondary / secondary special,Married,House / apartment,0.002042,-18683,-9721,1,1,Unknown,2.0,Agriculture,0.0,-730.0,0.0,0.0,0.0,2.0
47940,155521,1,Cash loans,F,N,Y,0,90000.0,1078200.0,38200.5,900000.0,Working,Higher education,Single / not married,House / apartment,0.006852,-8561,-709,1,1,Medicine staff,1.0,Medicine,1.0,-556.0,0.0,0.0,0.0,1.0
31827,136914,0,Cash loans,M,N,Y,1,180000.0,835380.0,40320.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.018801,-13419,-110,1,1,Laborers,3.0,Construction,0.0,-768.0,0.0,0.0,0.0,2.0
32381,137536,0,Cash loans,F,Y,N,1,202500.0,742500.0,29443.5,742500.0,Working,Higher education,Married,With parents,0.010643,-11695,-2248,1,1,Core staff,3.0,Business Entity Type 3,0.0,-1087.0,0.0,0.0,0.0,1.0
40733,147174,0,Cash loans,F,N,N,0,67500.0,152820.0,16587.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-11781,-2189,1,1,Unknown,2.0,Self-employed,0.0,-553.0,0.0,0.0,0.0,0.0
7232,108420,0,Cash loans,M,Y,Y,0,225000.0,375367.5,40554.0,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-14914,-2628,1,1,Managers,2.0,Other,0.0,-2043.0,0.0,0.0,0.0,2.0
14912,117408,0,Cash loans,M,Y,N,0,202500.0,1724688.0,52420.5,1575000.0,Working,Secondary / secondary special,Married,House / apartment,0.007305,-16346,-174,1,1,Drivers,2.0,Business Entity Type 3,0.0,-1857.0,0.0,0.0,0.0,0.0
36094,141804,0,Cash loans,F,N,Y,1,180000.0,1288350.0,37800.0,1125000.0,Working,Secondary / secondary special,Married,House / apartment,0.010966,-14806,-1100,1,1,Core staff,3.0,Self-employed,0.0,0.0,0.0,0.0,0.0,0.0
48690,156385,0,Cash loans,F,N,Y,2,225117.0,2700000.0,66798.0,2700000.0,Working,Higher education,Married,House / apartment,0.010966,-14048,-205,1,1,Managers,4.0,Business Entity Type 3,0.0,-140.0,0.0,0.0,0.0,1.0
43867,150797,0,Cash loans,F,N,Y,0,90000.0,436032.0,16564.5,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008575,-15679,-3241,1,1,Sales staff,2.0,Business Entity Type 3,1.0,-154.0,0.0,0.0,0.0,3.0
9867,111483,0,Cash loans,F,N,Y,0,337500.0,855000.0,25128.0,855000.0,Working,Higher education,Married,House / apartment,0.032561,-16111,-2939,1,1,Accountants,2.0,Business Entity Type 3,0.0,-2401.0,0.0,0.0,0.0,1.0
23897,127798,0,Cash loans,F,Y,N,2,202500.0,1082214.0,31770.0,945000.0,Working,Incomplete higher,Married,House / apartment,0.025164,-13288,-1180,1,1,Cleaning staff,4.0,Business Entity Type 3,0.0,-1194.0,0.0,0.0,1.0,1.0
16254,118959,0,Cash loans,F,N,N,0,67500.0,511920.0,15574.5,405000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.072508,-23007,365243,1,1,Unknown,2.0,XNA,0.0,-552.0,0.0,0.0,0.0,1.0
46850,154270,0,Cash loans,F,N,Y,0,157500.0,1056447.0,30888.0,922500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018029,-21529,365243,1,1,Unknown,1.0,XNA,0.0,-352.0,0.0,0.0,0.0,0.0
11985,113974,0,Cash loans,M,N,N,0,315000.0,900000.0,50256.0,900000.0,Commercial associate,Higher education,Married,House / apartment,0.018634,-19868,-2060,1,1,Unknown,2.0,Self-employed,0.0,-835.0,0.0,1.0,0.0,0.0
37332,143248,0,Cash loans,F,Y,N,0,225000.0,1054935.0,41836.5,904500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.035792,-14681,-3886,1,1,Unknown,1.0,Business Entity Type 3,0.0,-2614.0,0.0,0.0,1.0,2.0
